start	end	text
210	1490	Das ist lustig, ja.
2410	4230	Hi Karling, hallo Craig.
9120	11220	Oh, anscheinend könnte ich den auch stoppen.
11520	12180	Aha, interessant.
24140	25900	Ja genau, naja, macht Sinn, ist gut.
31290	31570	Super.
54460	60800	Er hat sich ein bisschen so chefmäßig verhalten, so nach dem Motto, ja gut, habt ihr mich rausgeholt, so, jetzt bringt mich bitte zum Taxi.
61340	66900	Aber war dann etwas enttäuscht, dass die Ansagen dann doch eher von uns kamen.
66980	68040	Das hat man deutlich gemerkt.
101330	102270	Ich glaube ja, genau.
102270	161510	Ja, Ganden hat unseren Gast ja schon ganz freundlich dabei. Das heißt, ich kümmere mich um den nicht weiter. Der ist ja gut versorgt. Ich habe nämlich Hunger. Das heißt, ich stürme gleich die Rampe hoch in die Terrabort Richtung Küche.
193770	196230	Super. Wow, das ging ja flott. Vielen Dank.
210460	332060	Perfekt. Super. Ich schüttle kurz den Kopf.
367930	505340	Ja, stimmt. Ich bin schon gerade am Schauen.
507080	511760	Ah, was Süßes. Ja, warum nicht? Wenn es schon nichts Anständiges zu essen gibt.
513240	515960	Ah, da ist eine Creme drin. Na ja, gut, die nehme ich.
516420	579130	Komm mal näher, während ich meinen cremegefüllten Donut-Mampf...
579130	583130	Warum hast du es denn so eilig? Du bist da doch bestimmt eine ganze Weile drin gesessen.
583250	584670	Das ist doch jetzt gerade egal, oder?
610060	613640	Ich lasse mir erstmal nichts anmelden und meine...
613640	618300	Also, auf ein paar Minuten kommt es nicht an. Wer ist denn hinter dir her?
618300	656240	Übrigens, magst du so einen? Wir haben noch einen. Ich nehme einen raus, die sind ja so einzeln abgepackt. Also wer ist denn hinter dir her, dass du es jetzt so hektisch hast? Und reichst du ganz langsam den Donner drüber? Gute Frage.
686810	698460	Also, sagen wir es mal so, als wir den abgeliefert haben, der uns gesagt hat, wo wir dich finden, der ist jetzt auf dem besten Weg, Dünger zu werden.
704230	707530	Der hatte uns auch was angeboten, aber vielleicht war es nicht genug.
711380	713980	Ach, ich habe nur laut gedacht.
714480	716560	Also, jetzt erzähl mal.
722780	724840	Das ist ein blödes Argument.
725880	728360	Wir haben so viel Geld, mit Geld kannst du uns gar nichts.
728360	731890	bietet uns was anderes.
750270	751710	Wir essen hier keine Scheiße aus.
762520	763860	Also, deswegen
763860	765660	diese Sprüche mit
765660	768060	ich zahle euch mehr, ich zahle euch
768060	769980	mehr, das haben wir in den letzten Tagen schon ein paar
769980	771960	Mal gehört. Das überspringen wir
771960	774120	jetzt am besten. Das langweilt uns.
775020	775920	Bietet uns was anderes.
833820	834360	Ja, das stimmt.
834900	835980	Nein, pass auf.
837160	838600	Ja, ja, das ist alles schön und gut.
839040	840920	Also, wo
840920	842880	willst du dich auf den Weg machen zu Ort
842880	850100	A. Jemand anderer möchte, dass du dich auf den Weg zu Ort B machst. Wir müssen uns
850100	856220	endlich entscheiden, ob wir dich nach A oder B bringen. Beides gleichzeitig geht nicht.
