start	end	text
103500	178640	Genau, richtig. Ich würde sagen, dorthin führen wir ihn ab. Ich stecke jetzt mal meinen Blaster weg. Willkommen auf unserem Schiff. Wir gehen jetzt zusammen erst einmal in die Kombüse und da könnt ihr etwas trinken und essen.
178640	189280	Und erzählt uns dann von euren, also warum sie euch aufgegriffen haben.
211710	237170	Ja, ich habe ihm jetzt freundlich die Mütze vom Kopf genommen, stecke sie auch wieder ein und erks, könntest du unsere Beute entladen? Und dann führe ich ihn ganz, ganz freundlich einfach zu uns da in diesen Essensraum und dann soll er sich auf einen von diesen hohen Stühlen setzen.
237170	293850	an die Bar. Ich weiß nicht, ob ich es kann, aber ich weiß es. Ja, also ich habe alles Mögliche. Ich zeige ihm das, was ich alles habe. Ich habe Alkoholika, ich habe hier gutes Wasser aus Moncada und
294850	328660	und Tees. Wollt ihr einen Tee? Also ich nehme mir so ein ordentlich großes Glas und schenke ihm dann eine von diesen blau leuchtenden alkoholischen Flüssigkeiten ein und schaue euch dann fragend an, ob ihr sowas auch wollt.
328660	366360	Also ich mache dir und mir auch ein Glas. Ihr seht auch in der nächsten Zeit dann nicht, wie Ganten viel daraus trinkt, aber er setzt es immer mal wieder an und stellt aber die Flasche so hin, dass man dem, wie heißt der nochmal, dem Darufell, dem Drei-Augen-Eliander, Gammorianer, nee, ich weiß es nicht mehr genau,
372520	380080	dem Gram, dass man dem da immer wieder nachschenken kann. Und ich möchte ganz kurz auf Lore würfeln,
380080	401490	ob ich weiß, ob Gram irgendwie eine Unverträglichkeit haben, ob die viel Alkohol oder wenig Alkohol vertragen. 19.
401490	534350	Ich würde anfangen zu kochen. Also Komaru, was sollen wir denn machen? Wir haben nicht mehr viel im Gefrierfach, aber schau einfach mal, auf was hättest du Lust? Ich bin mit Kochen beschäftigt.
534350	752740	Ich gehe mal ganz kurz rein. Sieh dich mal in meinem Schiff um. Es ist ein hervorragend in Schuss gehaltener Frachter aus Korsan. Siehst du, was wir hier zubereiten? Dieses Essen, das ist Gourmet-Küche. Auf Geld sind wir gar nicht angewiesen.
752740	1185620	Aber Informationen könnte man mit uns aushandeln. Und dann koche ich wieder weiter und lass Kummerhaut den Rest machen. Ich schiebe ihm jetzt mal das Essen hin. Gib uns einmal ein paar Zahlen. Wir geben dir was Gutes zu essen und du gibst uns ein paar Zahlen.
1186620	1218100	als Gegenleistung. Also wir haben natürlich nicht mehr so wirklich, also wir haben jetzt noch ein paar Tintenfischringe, also so weiße Tintenfischartige Sachen, die ich halt einfach angebraten habe, ein paar Kräutern und dazu habe ich eine Polenta gemacht, also Mais,
1218820	1225980	Oder so eine Art gelbe Schuhsohle, die da einfach dazu gereicht wird.
1226100	1230980	Das ist so etwas Ähnliches, was man vielleicht an einem heißen Sommertag am Strand essen würde.
1230980	1238520	Das passt nicht so richtig dazu, aber es passt zu diesem hochprozentigen Alkohol, diesem Ballermann-Alkohol, den wir hier haben.
1365070	1375160	Als Künstler der Zahlen, wolltest du dich absetzen oder einfach deine Kunst jemandem Besserem anbieten?
1375160	1410520	Jemandem, der dir noch mehr dafür geben kann. Aber dir ist schon bewusst, dass das Kobaltkartell nicht unbedingt ein Pappenstiel ist als Feind. Also du, würden sie dich nicht wiederfinden? Was denkst denn du?
1410520	1475790	Ich schenke großzügig nach. Ja, ja, für alle. Also für Gax nicht, aber für alle anderen Besatzungsmitglieder. Ja, es ist dieses Mal nicht so delikat wie sonst.
1475790	1520380	muss ich, das ist einfach natürlich. Und ich hatte es schon so aufgeteilt, dass ich nichts mehr übrig hatte, aber ich nehme von meinem Teller, den ich noch nicht angerührt hatte, bis zum jetzigen Zeitpunkt zwei runter auf einen so kleinen flachen Teller und schiebe ihn hinzu.
1520380	1656260	Der Rest sollten Proteine sein. Ja, das bemisst sich alles an den Nährwerten. Ja, wir sollten uns schon alle nach und nach richten nach dem Essen. Ich kann dich darüber informieren, dass wir deine Verdienste bereits sichergestellt haben. Das haben wir gemacht, bevor wir dich abgeholt haben.
1656260	1713640	Ja, natürlich, den Koffer haben wir sichergestellt. Und wir haben diesen Seidor auch nachhaltig beseitigt, inklusive seines Roboters. Und dieser Seidor war nur dafür zuständig, dich von der Planetenoberfläche wegzuschaffen.
1713640	1755220	Ja, er hat die dann die Imperialen verkauft. Hast du denn neben diesen Credits, die du zur Seite geschafft hast, auch vorgehabt, Informationen über das Kobalt-Kartell, sagen wir mal, einer anderen Partei zu geben?
1755220	1814870	Aber daraufhin erstmal einen kräftigen Schluck. Ich schiebe ihm nochmal ein volles Glas hin. Trink nicht zu viel. Wir müssen mit dir über wichtige Dinge sprechen.
1814870	1845570	Wo hast du denn gelernt als Zahlenkünstler? Weshalb kannst du das? Hast du da einfach ein Talent dafür oder hat man dir eine Ausbildung zukommen lassen?
1845570	1928900	Malaster. Ja, da bin ich schon mal durchgeflogen. Dann hat man dich entdeckt mit deiner Kunst.
1928900	2219110	Ich denke dadurch, dass wir... Und die Beziehungen zwischen... Sag mir noch mal, wie der Anführer
2219110	2314670	des Kartells heißt auf Lothar. Sagen wir mal, wie findet Rax Vonn das Geschäft mit dem Imperium? Und
2314670	2347130	deshalb gehst du jetzt auch, weil die Geschäfte hier bitter geworden sind. Wie schätzt du diesen
2347130	2354570	Rax Vonn ein? Ist dieser Rax Vonn in irgendetwas besonders gut? Weshalb ist er der Anführer des
2354570	2526190	Kobalt-Kartells hier auf Lothal. Und du hast keine Angst vor Expo. Ich gehe mal mich ein bisschen frisch machen und so weiter. Und wenn ich die Möglichkeit habe, möchte ich mit Dr. Sash sprechen.
2529370	2537590	Ich denke, es wäre an der Zeit, ihm ein Schlafmittel zu verpassen. Egal wie, es ist gut, wenn er sich vielleicht ausschlafen kann.
2538170	2582810	Dann läuft er uns schon nicht davon oder macht irgendetwas anderes. Ja, und denn dann können wir uns auch ruhig unterhalten. Und ich denke, dass wir eines dieser hinteren Kammern, also wir haben ja noch eine frei mindestens da im Bereich dieser Airlock Upper Hatch Geschichte dort in diesem Bereich.
2582810	2600070	Da stellen wir ihm halt eines von diesen Bunks zur Verfügung und er kann sich auch frisch machen und dann kann man ihm da vielleicht irgendwelche Wasserflaschen oder sowas hinstellen oder eine Wasserflasche, die versetzt ist mit sowas.
2635780	2645300	Ich gehe rein, stelle ihm dieses Glas neben seinen Alkohol hin. Du bist schon ganz wuschig im Kopf, trink mal etwas Wasser.
2668880	2685520	Komm mal mit, ich zeig dir, wo du dich ein bisschen ausruhen kannst. Du hast es ja jetzt schwer genug gehabt und wir wollen dich auch nicht so sehr ausrauchen, aber du merkst schon, für uns ist es auch wichtig herauszufinden, was gerade Sache ist.
2685520	2721770	Aber wenn du ausgeruht bist, dann können wir etwas besser reden. Außerdem hast du ja HIPAA und du bist ja gesoffen. Das heißt also, du möchtest mit uns nicht mit klarem Verstand sprechen. Komm mal mit. Genau, wir nehmen ihn links und rechts und führen ihn dorthin.
2721770	2759120	Vielleicht kann man ihn im Video überwachen, dass wir herausfinden, wenn er aufsteht. Vielleicht gibt es einen Sensor oder etwas. Oder wir verschließen die Tür einfach. Was auch immer. Eigentlich habe ich hier keine Gefängnisse.
2759120	2792960	Genau, ich denke auch. Du hältst am längsten durch ohne Schlaf, meine ich. Kannst du hier dort einstecken. Ich finde mich wieder ein. Garrix Thor, Kumaro.
2792960	2808820	Ich habe das Gefühl, dass wir uns auf die Seite von unserem dreijährigen Freund schlagen sollten. Und vielleicht ist dieser dreijährige Freund für uns wesentlich wertvoller als die Verbindung mit Rax Vonn.
2808820	2833750	können wir Rax Vonn vielleicht dieses Gerät abnehmen mit den Informationen, die uns darauf hälften. Wir
2833750	2844790	hetzen das Imperium gegen das Kobalt-Kartell oder wir nutzen das Chaos aus, um uns zielsicher diesen
