start	end	text
3570	42280	Hallo Craig. Wenn ich hier auf Videofunktion deaktivieren gehe... Also, ich habe ein Bild hochgeladen hier oben unter Chat. Wenn ihr da auf diesen kleinen, dieses kleine Sprachsymbol geht, diese Sprechblase oben rechts, dann könnt ihr hier auf die Videofunktion deaktivieren.
42300	93480	Genau, Discord im Chat, da gibt es verschiedene Eindrücke. Also ihr befindet euch noch immer auf Jego. Jego ist dieses System der tausend Monde. Es gibt keine Sonne, es gibt nur dieses Plasma, welches überall strahlt und dieses rötliche Schimmern erzeugt.
94000	117640	alles in dieses rötliche Licht taucht. Übrigens auch diesen keilförmigen, riesigen, imperialen Sternenzerstörer, der über euch schwebt zwischen den Basaltnadeln und der die Brill von Dr. Rath nach und nach über den Traktorstrahl nach oben zieht.
117640	143120	Allerdings noch nicht über die Basaltnadelspitzen hinaus, sondern noch unten befindet ihr euch im Target-Lock dieses Traktorstrahls. Ihr habt eine braune Stimme gehört, eine Captain Nero hat durchgegeben, sie befinden sich unter Arrest und dann den Traktorstrahl aktiviert.
143120	176060	Aber die Brill ist nicht so riesig, das heißt also sie hat halt einen Hauptraum, eine Ladebucht, einen Durchgang zum Cockpit und zwei Räume, die man als Unterkünfte oder Quartiere bezeichnen kann. Größer ist die Brill nicht.
176060	226900	Also die Brill selbst hat keine wirkliche medizinische Station oder einen Operationstisch oder dergleichen. Und es gibt ja zwei Patienten. Wo habt ihr die beiden Patienten abgelegt und abgelagert?
226900	267000	Kellum und Kumahu. Der Boden dieses runden, zentralen Aufenthaltsraumes des korrelianischen Frachters, da liegen beide. Etwas ratlos stehen der behaarte Katzenmensch und der komplett unbehaarte, so wie ich das verstanden habe, Kellum, über die beiden Verletzten gebeugt.
270210	293790	Die A-Weng sieht nicht besonders gut aus, halb geöffnete Augen, angeschwollener Kopf und die Sash hat eine riesige Fraktur am Oberschenkel, eine offene Fraktur, die nur abgebunden ist, die man aber noch sehr gut sehen kann.
293790	300490	und sie hat Blut überall bereits hier im Bodenbereich des Frachters verteilt.
301910	308030	Und ihr seid in der Folge.
326440	337130	Nein, das heißt, du müsstest die medizinischen Angelegenheiten improvisieren.
339500	345140	Du hast so ein provisorisches Set, mehrere MedKids und so weiter,
345140	354940	aber du hast keinen Operationstisch oder eine Medbay oder ein größeres medizinisches Labor, nur deine eigenen Ausrüstungsgegenstände.
396300	402380	Genau, dann bitte ich dich eben um einen Medizinwurf, beziehungsweise einen Wurf auf dein Kit.
402620	409120	Das kannst du dir entscheiden, aber Medizin gibt halt keine Abzüge. Beim Kit gibt es einen Abzug.
448670	474320	Du weißt es nicht.
474760	478830	Nein, du weißt es nicht.
478830	565320	So ist es. Lasst mal den Doktor rein. Hervorragend. Finde ich sehr gut. Und bitte jetzt um den Begriff. Ja, momentan noch ein Vierer. Bei Martin ist es noch ein Vierer.
565320	609830	Ja, also die Angelegenheit ist die Gründe. Du beschäftigst dich mit diesem Oberschenkelbruch und kannst notdürftig den Oberschenkel einrichten und so weiter.
609830	628810	Aber das Problem ist eben, dass ein Knochen dieser Art, das lässt sich nicht so richtig ziehen, wenn du nichts hast, mit dem du das richtig durchführst. Das ist einfach was Handwerkliches.
628810	641690	Also hier muss man eine Vorrichtung bauen oder so, um den Knochen wirklich auseinanderziehen zu können. Der Muskel kontraktiert die ganze Angelegenheit so stark, dass du es momentan noch nicht schaffst.
641690	661690	Du hast allerdings die Blutung stillen können. Nur wenn du dich nicht in den nächsten Stunden damit beschäftigst, diesen Oberschenkel richtig einzurichten mit irgendetwas, das dir hilft, dann wird sie quasi eine Behinderung haben. Dann teilt es zu sehr aus und dann ist sie auf einer Seite verkürzt und krumm.
661690	693020	Ja, also du tätschelst ihn so ein bisschen gegen die Wange und kriegst einfach überhaupt gar keine Rückmeldung. Ganten sieht so aus, als würde er sich in einem Koma befinden oder zumindest in tiefer Bewusstlosigkeit. Allerdings atmet er.
693020	711820	Bevor du dich um Gunten kümmerst, springen wir jetzt ins Cockpit. Also du hast an alle durchgegeben, Romaro geht ins Cockpit, Calum, was tust du?
