start	end	text
53840	1075930	Wo genau jetzt? Bei Discord im Chat oder wo hast du das gepostet? In Ghalrixthos? Ich würde mal über den Wortfunk ansonsten über unsere Comlinks, Kaelum und Komaru anfunken. Die Titan hat uns im Traktorstall gefangen. Irgendwelche Ideen? Okay. Ja, ich genau so. Ja, ich. Nein.
1076130	1148460	Nein, keine Waffen. Ich fahre die Schilde runter, wenn ich sehe, dass die uns vor der Kollision schützen, weil wir ja irgendwie absichtlich hier uns decken wollen mit den Nadeln. Es gibt bestimmt irgendwie so einen SOS-Knopf oder so.
1148460	1170680	Sehe ich den, habe ich denn vom Gefühl her den Eindruck, dass das funktionieren könnte, dass wir den irgendwie so unterbrochen kriegen, dass wir, weiß ich nicht, dann wieder absacken und unter die Felsnadeln können und dass es da irgendwo Deckung gibt, wo wir wirklich untertauchen können in dem Urwald oder weil da irgendwelche Steinüberhänge sind oder so.
1170680	1210560	Also ich würde dann versuchen, Galrix so ein bisschen zu simulieren, dass die Technik verrückt spielt. Er schaltet das Schild zwischendurch mal an und aus.
1210560	1230600	wenn sich das irgendwie so eine Xandu Wolke wieder in den Schatten, dass wir davon kommen, das auszunutzen, um nochmal ordentlich Gas zu geben, um ein bisschen nach unten zu fahren, auch zu fliegen, dass wir quasi so Stück für Stück runterkommen, weiter in die Schlucht.
1230600	1235100	und wenn da halt irgendwelche, weiß ich nicht, Bäume, Vorsprünge oder so sind,
1235280	1238200	dass man da immer gezielt halt diesen Schatten auch auszunutzen.
1259490	1265850	Kriege ich irgendwie eine Frachtliste oder so auf die Schnelle mir angezeigt,
1266670	1271950	dass man irgendwie eine Frachtluke aufmachen kann und Container abwerfen,
1272030	1273790	die dann stattdessen vielleicht hochgezogen werden.
1298930	1303030	Und sonst irgendwelche Ladungslisten oder so habe ich auch nichts gefunden,
1303030	1331560	den möchte ich gerne runterfahren,
1331680	1349370	weil es sehr anders ist. Und dann in diesem
1349370	1354850	pfeilförmigen Vorbau da, das sieht so aus,
1354850	1357790	ob da irgendwie in diesem sechseckigen Tubus
1357790	1371150	ist das irgendwie ein Frachtraum. Ja, dann möchte ich
1371150	1430600	die gerne absprengen. Was passiert mit der Notfall-Rettungskapsel?
1450160	1473360	Sorry, ich habe bei mir
1473360	1475380	war leider die Verbindung sehr schlecht.
1475520	1477320	Ich habe nicht verstanden, wieso dieser
1477320	1479400	Fels auch immer abstürzt. Kannst du das nochmal sagen?
1513790	1514750	Okay, also ich
1514750	1516310	erinnere mich an
1516310	1518690	die Technik, die so auf den
1518690	1520510	Schiffen vorhanden ist und
1520510	1523010	versuche so eine Art Dunkelmodus
1523010	1524910	zu, in so eine Art Dunkelmodus
1524910	1525830	zu gehen. Also die
1525830	1528430	ganze Technik, die uns
1528430	1530970	sichtbar macht, auf den Sensoren
1530970	1533130	des Sternenzerstörers herunterzufahren
1533130	1533930	so weit wie möglich
1533930	1539410	und das so aussehen zu lassen, als ob die Technik einfach bei uns ausgefallen ist.
1539410	1548670	Und nach Möglichkeit den Sturz, also die Brille in so einen Sturzabsturz zu lenken
1548670	1558090	und über ganz minimale Navigationsdüsen, Schubdüsen das halt einigermaßen zu kontrollieren.
1558090	1630960	und also ich fliege weiter, möglichst weiter in den Schatten von den Basaltnadeln runter und ja,
1630960	1638280	dann irgendwie links, ziehe dann links weg und versuche, den Sternzerstörer hinter uns zu bringen
1638280	1645840	und dann da irgendwie durch das Gewimmel der Basaltnadeln Entfernung zwischen uns zu bringen.
1645840	1664580	Also ich reagiere da nicht drauf.
