start	end	text
65170	200140	Um 5. Juli. Wer ist jetzt nochmal mit Dr. Rath im Cockpit? Ok. Ja. Also, Dr. Rath ist sichtlich nervös und steht jetzt, springt auf, guckt nochmal rüber und sagt, sie haben das im Griff oder die uns, wie auch immer, ich muss weg und rennt aus dem Cockpit raus und versucht Dr. Arvang zu erreichen.
200640	329880	Und möchte den jetzt nochmal medizinisch genauer untersuchen. Ja, ich antworte nach bestem Wissen und Gewissen. Aber ich glaube nicht, dass wir eine Menge Bakter haben, außer ich habe es im Inventar.
329880	386310	Ja, nee, also dieses Schiff ist nicht auf größere medizinische Vorgänge ausgelegt. Ich hole meinen Biochemist-Kit hervor und meinen Poisoner-Kit, das sieht vielleicht leidlich medizinisch aus, und stehe dann über dem Oberschenkelbruch und sage,
387750	391250	Eieieiei, das ist gar nicht mein Gebiet.
395400	413190	Wow.
414950	421430	Ich habe einen Wert von 3 in Medicine und einen Wert von 10 für das Biochemist-Kit.
423470	443740	Ich glaube, ich heiße Dr. Rath.
443840	447300	Ich bin hier, weil Dr. Avang mich verständigt hat.
450100	452880	Ja, ja, vor einer Weile.
458550	463390	vorläufig. Es ist in meinem Besitz.
466150	468410	Ich...
468410	469530	Traktorstrahl?
481810	483370	Das wird nichts. Traktorstrahl.
488420	490700	Großes imperiales Schiff über uns.
491340	493420	Es ist...
493420	494660	Stör mich jetzt nicht.
495980	497160	Und ich versuche
497160	499180	eine improvisierte
499180	501060	Operation am offenen Oberschenkel.
502520	553910	Okay.
554330	555750	Also es kommt ein Madison-Wurf jetzt.
555750	558590	und ist das jetzt ein D4 oder ein D6
558590	559690	auf dem jetzigen Level?
561450	563490	D6, D6, ne?
564890	566290	Achso, ah, okay.
569910	571050	Also ein D.
571550	573170	Also ich klicke jetzt einfach mal auf
573170	573690	Madison.
583220	583740	Und
583740	586340	weil wir es können,
586500	588260	würfeln wir noch ein D4 da drauf, ne?
588420	595420	Also ein D4 kommt noch
595420	664930	dazu. Das gehört
664930	665530	Dazu nicht.
670790	673590	Ganten, sprich, wie geht's?
676010	677170	Ganten, bist du wach?
696140	697660	Die gute Nachricht, er ist nicht tot.
705730	1115900	Was denn? Hier sind Verletzte.
2140910	2153210	Also, der Doktorat hat in der Zwischenzeit Ganten von dem Großteil seiner Kleidung befreit.
2153230	2159890	und er hat offenbar auch festgestellt, dass da, dass der Kopf irgendwie angeschwollen ist und hat
2159890	2170510	versucht den zu stabilisieren. Behelfsmäßig mit so ein bisschen, ein Teil der Kleidung hat er verwendet,
2170510	2174610	um ihn um die Ohren herum zu legen, so als Abpolsterung und dann aber zwischen schwere
2174610	2182570	Gegenstände, um ihn da nicht so verrutschen zu lassen und hat dann noch mal tatsächlich
2182570	2200960	mit der Hilfe seines Wristpads zu einer Notheilung gegriffen und da ein Coltopack aktiviert und hat
2200960	2208400	deswegen also nochmal die Techpower benutzt, des Coltopacks. Ich hatte das ja letztes Mal schon
2208400	2215580	gemacht, glaube ich, und hatte aber vergessen, mir die Punkte abzuziehen. Eine Techpower Stufe 1
2215580	2223710	kostet zwei punkte nicht ja okay da habe ich jetzt habe ich jetzt nachgetragen und das mache ich also
2223710	2235840	jetzt nochmal level 1 ist mit sie also wieder zwei punkte ab habe ich noch zehn tag points
2235840	2247120	und versuche also ein weiteres mal den doktor garten arwang damit zu verarzten also ein d4
2247120	2267830	plus Tech Ability Modifier. Tech Ability Modifier ist plus 4, oder? Ja, genau. Also Intelligence Modifier ist auch der Würfel.
2268830	2310720	1d4 plus 4, dang it, also 5. Ich habe die plus 4 eben vergessen. Ja, dann lasse ich ihn jetzt erstmal,
2310720	2329520	weil ich will jetzt keine Kopfoperation starten und beginne fieberhaft mit meinen verschiedenartigen Tools, das Raumschiff abzusuchen und eine Art Schiene zu zimmern für den Oberschenkel.
2340870	2340970	Ja.
2377610	2385820	Hattest du nicht gesagt, es gibt auch Kommunikationstechnologie an Bord? Kann man irgendwelche stabilen Antennen irgendwo abbrechen?
2385820	2467880	Achso, also wir haben nichts von dem im Frachtraum. Ja, also ich suche. Soll ich dafür einen Investigation-Check machen? Ja. Und es gibt ja auch ein Bild, also ich weiß nicht, wie gut das hier zu sehen ist, aber ich habe das auch schon mal gepostet im Signal-Chat, meine ich.
2467880	2470780	ich weiß nicht, wie ich das jetzt hier nochmal für alle
2470780	2471820	aufrufen kann, aber
2471820	3186280	Yes, okay
3186280	3228630	Hervorragend
3228630	3263390	Ja, das erinnert mich an die Holo-Serie
3263390	3264030	MacGyver
3264030	3417650	Galerix, du suchst ja noch nach
3417650	3419870	Materialien, auch um den Droiden
3419870	3420830	zu reparieren, ne?
3422290	3423750	Also deswegen nur mal zur
3423750	3425610	Info, was an ganzen
3425610	3428130	Kids in Dr. Raths Umgebung
3428130	3430030	um ihn herum gerade auf dem Boden rumsteht
3430030	3437890	weil er die alle benutzt hat. Da war ein Mechanics Kit, ein Cybertech Implements,
3437890	3447030	weiß nicht, ob das vielleicht hilft, und ja okay, Astrotech Implements auch noch und Tinkers Implements.
3447030	4087160	Aber ist wirklich nur, ist an meinem Schiff kein Raumanzug und sind, ich wollte fragen, ob bei der
4087160	4096770	Evakuierung der Turbid beide Rettungskapseln verwendet worden sind. Das heißt, eine ist noch da und intakt. Welche?
4102080	4140330	Also welche Rettungskapsel ist noch da? Also Escape Pod 2 ist noch da. Immerhin, da gibt es schon mal kein Loch im Schiff an der Stelle.
4140330	4178280	und ich meine, mein Charakter ist ja nicht da, deswegen wäre das jetzt eine über den Tisch Frage im Moment,
4178280	4184360	aber ist denn für unsere Charaktere einschätzbar, ob man sogar Hyperraum damit fliegen kann?
4192220	4198740	Ich meine, ob die Beschädigung zu gravierend ist, um damit in den Hyperraum zu gehen?
4198740	4325710	Okay, okay. Ja.
4325730	4328030	am Laufen ist.
4378680	4379320	Aber die Stadt
4379320	4383510	hat aber nichts mit der Black Sun
4383510	4385830	zu tun. Das sind
4385830	4387430	unbeteiligte Dritte im Grunde genommen.
