start	end	text
5900	47480	Das warst du im Signal-Kanal schon gepoogt, das ist mir ganz anders geworden.
318880	731570	Ambivalent. Ich bin ja im Grunde noch draußen gewesen bei den Verletzten. Das heißt, im Moment versuche ich erstmal, also ich war bei euch skeptisch, diesen, was ich selbst Doktor nennen kann, schauen wir mal an, was der tut und versuche aber schon irgendwie zu unterstützen.
731570	749300	Allerdings kenne ich mich mit sowas überhaupt nicht aus. Das heißt, der Blick geht so ein bisschen hin und her zwischen den Verletzten, zwischen ihm. Und wir hatten das mit dem Traktorstrahl ja gerade gehört. Also ich gucke auch mal natürlich um uns rum und nach oben. Sehe ich denn optisch hier etwas?
755980	757000	Ach so, ich bin ja, Entschuldigung.
757500	758660	Habe ich ja gerade, ja, hast recht.
772340	772860	Ja, okay.
782280	784720	Ja, also dann werde ich so machen.
784960	786000	Wie gesagt, ich gucke mir das an.
786280	788780	Wenn ich merke, ich kann hier nicht helfen, dann gehe ich Richtung Cockpit.
2100460	2102020	Was ist da oben los?
2103440	2106760	Ich schaue bei Galrix, du mal so ein bisschen über die Schulter.
2107520	2108520	Erkennst du irgendetwas?
2110720	2113660	Aber weshalb?
2136040	2138140	Viele Augenpaare drehen sich um.
2138660	2476340	Im Moment nicht, nee.
2480450	2482570	Ach hier, Entschuldigung, bei den Characters natürlich.
2483410	2771890	Den habe ich mehr wahrscheinlich.
2775610	2777110	Wahrscheinlich hat Calum den noch an.
2779050	2784530	Aber jetzt, wo wir drin sind, verdammte Mangelwirtschaft.
2785970	2787430	Jetzt sieht er diesen.
2789660	2791360	Ja, wir haben sogar zwei, aber wir sind ja auch.
2791360	2792060	Naja, gut.
2794280	2802680	Calum beobachtet im Moment weiter im Cockpit die Funksprüche, schaut sich das so ein bisschen an, um rauszufinden, wonach suchen die eigentlich genau.
2802800	2809820	wird nebenher diesen Anzug ausziehen und ihn ihm rübergeben.
2912310	2918410	Ich beobachte das mal so ein bisschen, in welche Richtung es vielleicht schwankt.
2918630	2921830	Und vor allem fallen spezifische Namen.
2922190	2924690	Also sucht das Imperium nach jemand Besonderem?
2924690	2927710	Oder geht es Ihnen einfach darum, die Lage zu klären?
2927790	2929230	Ich werde das einfach mal ein bisschen beobachten.
3266690	3518030	Ich habe gerade den Anzug abgegeben.
3518030	4336370	Kann man das denn als Schlacht beschreiben oder sind das viele einzelne Kämpfe?
4536950	4545790	Weshalb genau? Ich wende mich mal an unseren Gastgeber. Weshalb genau wird den Brutipil nun gesucht?
4547270	4757190	Ich habe es noch nicht ganz verstanden. Ich bin im Cockpit.
5452340	5454200	Wo findet denn dieses Gespräch gerade statt?
5454620	5464800	Okay, gut dann. Wie ist denn der Stand bei Gags gerade?
5481120	5491080	Wenn wir einen Experten benötigen, um das Schiff zu reparieren und Dinge hier rüber zu bringen,
5491260	5496340	dann sollten wir zunächst einmal Gags aktivieren und ihn fragen, wie er das sieht.
5496340	5501840	Ich schaue mich so in der Runde um. Ich vermute, er hat da den besten Blick.
