start	end	text
14220	24340	Wir waren in dieser Wetterstation und haben die imperiale Hochsicherheitsluke gehackt und in den Abgrund hinabgefahren.
88380	98280	Mir fällt auch noch, Ghalrixtho fällt auch noch ein, der, wieder haben wir den draußen vor der Tür gestehen lassen, den sollten wir vielleicht reinfahren oder so.
98280	101440	bevor wir jetzt, weil da waren ja irgendwie
101440	104760	Spuren von einem
104760	108620	Patrouillen, wo ich das weggefahren ist.
118380	120880	Diese Wetterstation, die hatte doch so einen Toreingang, oder?
135140	137380	Ja, also ich gucke die anderen nochmal an.
138680	140820	Den Speeder wollen wir nicht reinholen.
168590	171650	Die Zeit haben wir nicht mehr. Wofür?
171650	280740	Ja, Komaru 24 gleicht auf leisen Pfoten. Okay, also das heißt, Komaru geht hier auf der linken Seite den Gang entlang und Ganden hinter ihm her, dann würde ich an der anderen Seite so langsam vorgehen.
280740	365390	also wir wollen das side note dass die würfel würfe mit in der transkripte aufnehmen da müssen
365390	370190	wir das einmal sagen was ich gerade wenn es wenn es patzer sind oder kritische erfolge ist das
370190	533890	denke ich hilfreich kriegt nichts mit ja ich würde einmal hier an der dinge zu vorbei so
533890	558780	eine SWAT-Rolle an der Tür vorbeimachen wollen, von der anderen Seite reingucken. Also das heißt,
558780	574880	ich sehe da einen stehen in der Ecke. Also dann gucke ich die anderen beiden an, deute an einer
574880	602940	in der Ecke. Ich flüstere zu Gun einen Zugriff. Dann tippe ich Komaro auf die Schulter und sage,
602940	678000	dass er vorgehen soll. Warte mal, ich habe hier, wie zeige ich das euch jetzt an? Bad feeling. When you roll for initiative, you can move up to your speed. This movement happens before the initiative order is determined. Aber ich kann das nur einmal machen. Ja, genau. Deswegen möchte ich das nicht machen. Das heißt, wir haben Advantage oder was heißt das?
678000	776830	Also ich sehe hier ja diesen Schreibtisch, deswegen würde ich da gerne hinter Entdeckung gehen. Das geht so, dass ich dann immer noch auf ihn schießen kann.
833340	841650	also dann kann ich keine Sneak Attack machen, dann schieße ich einfach so auf ihn
841650	851550	ja, ich schieße jetzt
851550	908380	17, 7 Schaden
908380	974790	ja, ich habe noch eine Frage
974790	978310	hier oben bei Ganden, wo ich hier jetzt gerade messen geklickt habe
978310	984810	da ist es abgeschnitten, ist da eine Wand, ja genau
984810	990590	und hier oben aber nicht, also da sehen wir einfach nicht
990590	1241800	Okay, also genau, da weiß ich nicht so richtig, ob der Raum zu Ende ist. Okay, gut. Tatsächlich. Dann 12. Also ich würde dann hier, genau, ich würde hier mit hoch gehen. Okay, der Raum ist zu Ende. Was ist unter dem Schreibtisch?
1241800	1305070	also gar nicht so geht dann zurück zu garten und also ich würde wieder genau gucken dass ich da
1305070	1338760	möglichst leise hoch komme ich habe aber auch class 15 das heißt er trifft mich dann nicht
1338760	1381180	mehr oder ok von welcher ecke deshalb ich habe nichts gesehen von ihr dann der dinge zu lassen
1381180	1450330	Das sehen wir jetzt übrigens noch nicht. Für dich zur Info Benni. Also der, ja, aber also,
1450330	1470790	Garrixo und Ganden sehen das nicht, weil für uns das noch nicht. Genau, ja. Ja, kritischer
1470790	1507290	Erfolg 24. Nee, du musst jetzt auf den Unarmed Clause von den 24 und von den 17 drucken. Also
1507290	1682200	auf den 15, 21 Schaden. Also ich gehe hier hin und kann ich da drüber gucken, über diesen Kasten sehe ich den hinteren. Dann würde ich auf den schießen und ich habe gerade festgestellt, dass mein Sneak Attack, achso Moment, jetzt muss ich mal wieder nochmal gucken.
1682200	1701590	Also auf den hinteren kann ich nicht, da ist, weil da keiner in 5 Feet Nähe ist und der ist wahrscheinlich auch keine 25 Feet nur weg.
1708380	1716480	Ich möchte gerne einen Schritt näher gehen und auf den anderen hier, auf den Komaru angegriffen hat, den möchte ich mit meinem Vibro-Decker angreifen.
1716480	1735810	das ist nochmal okay kommen wir denn an dem vorbei eigentlich auch also ich würde hier trotzdem stehen
1735810	1759610	bleiben weil diese kiste vor was ich das spiel also ich greife den an mit meinem wie brot decker
1759610	1775210	18 und das müsste getroffen haben dann möchte ich diesen schweizer charge da drauf nehmen davon hat
1775210	2500260	der 2 gerade noch müssten das sein. 6 Schaden insgesamt. Die läuft ja über Old20 oder? Ja. Hat der auch eine schwere Rüstung? 17. Weiß. Ja, deswegen, also ich habe kurz überlegt, ob ich mich auch zurückziehe.
2500280	2502160	ihn soll, um aus weiterer Entfernung besser
2502160	2504280	auf ihn schießen zu können, aber weil Komaru
2504280	2505660	da jetzt auch im Weg steht,
2506240	2508320	würde ich hier um die Kiste drum rumlaufen
2508320	2509960	und hier
2509960	2512780	neben ihn springen
2512780	2514760	und ihn dann
2514760	2516560	mit meinem
2516560	2518480	Vibro-Dagger
2518480	2519380	wieder angreifen,
2520080	2522280	in der Erwartung, dass Komaru gleich hinterher kommt.
2523600	2524420	Acht, das war wohl
2524420	2549600	nicht getroffen. Die Zug geht.
2550660	2550880	Okay.
2561000	2563060	Was sind denn eigentlich diese drei...
2563080	2798330	und wie ist das jetzt von dem umklammern dann kriegen wir da ford ok gegen den droiden haben
2798330	2994080	wir bei tech rules gemacht und haben ja ja ich bin schon ordentlich ordentlich gelangt insgesamt
2994080	3002020	gut ja ich greife jetzt in meinem büro der garten und das ist jetzt keine band sondern wenn ich
3002020	3166570	treffe kriege ich extra schaden ja man kriegt ja jetzt aber dann kriegt er nicht 2w 6 noch
3166570	3191650	extra schaden wegen dem klammern also aber da dies nie geteckert ich bin dann aber das ist
3191650	3196190	Die Sneak Attack hat ja andere Regeln.
3197950	3201350	Ich bin verwirrt wegen dem Umklammern,
3201610	3203790	weil wir von beiden Seiten auf ihn einen hauen.
3204490	3208910	Bei dem Druiden hatten wir Vorteil.
3209330	3211030	Ich hätte das gerade so verstanden,
3211450	3214310	dass wir den Vorteil nicht kriegen,
3214470	3215870	sondern stattdessen extra Schaden machen.
3227990	3240120	Aber die Advantage haben wir doch nicht, oder?
3242640	3243780	Wieso habe ich eine Advantage?
3244300	3245020	Das verstehe ich nicht.
