start	end	text
77710	112460	Bevor wir weitergehen, prüfe ich noch schnell, ob ich eine gute Verbindung zu meiner Booby Trap habe, die ich vorhin gesetzt habe. 
144460	156870	Sollte eigentlich gehen, aber reinfahren geht es, ist der Raum so? Versteck ihn. Dann gehen wir hier nochmal raus, machen die Luke nochmal runter. Wir haben jetzt zwar schon Lauen gemacht, das ist jetzt vielleicht... Ne, lass uns das schnell erledigen.
156870	182930	Wer weiß, was da unten noch drin ist. Die Zeit haben wir nicht mehr. Naja, da unten ist jemand, den wir extrahieren wollen. Wir haben gerade die Tür aufgemacht und wollen jetzt umparken.
182930	219760	Wir wissen ja gar nicht, wie es da unten weitergeht, ob inzwischen unser Ziel beseitigt wird, Selbstmord begeht, eine Falle gebaut wird, eigentlich Verteidigung. Ich gehe am besten vor. Und ich gehe runter. Tatsächlich, ihr seht es jetzt das erste Mal, Komaru geht quasi auf alle Viere. Der kann tatsächlich auf vier Beinen laufen, ohne dass es jetzt irgendwie nach Krabbeln aussieht.
219760	227050	und geht dann sozusagen in tiefer Gangart schleichter.
228050	228890	Im Korridor entlang.
232170	233810	Genau, da hast du nämlich über mich Sicht.
234930	235410	Genau.
248660	249140	Selbstverständlich.
264600	265200	Ja, genau.
265740	268200	Das wäre jetzt auch peinlich gewesen, wenn das nicht geklappt hätte.
275100	275360	Genau.
287260	287800	Schon in Sicht.
292830	293550	Voll cool.
311620	312100	Leicht.
372500	373440	Gute Idee, ja.
483460	485580	Also nicht nur schauen, sondern auch lauschen.
585560	588060	Ich gucke fragend hin.
596590	596830	Okay.
597410	693480	sehr gut das ist auf jeden fall schon mal sehr gut okay dann werde ich bin jetzt voran geschlichen
693480	701160	dann hat ja schon zeichen gegeben wo der steht das heißt ich kann jetzt rein zwischen um die
701160	708260	ecke und mit dem satz spring ich auf den und versuchen umzureißen egal wer das ist da muss
708260	712460	ich jetzt nicht lang rum machen wenn es unser ziel ist ich will ja nicht umbringen aber bevor schießt
712460	737430	oder irgendwas anspringen umreißen geht es schon wieder los wie das letzte mal was ist das jetzt
737430	897720	das war überstürzt es ist gut dass Ghalrixtho so offen schießt jetzt ist auch klar dass man den nicht
897720	1009720	überwinden sondern beseitigen muss okay gut ja zeigt uns an also wie gesagt jetzt ist ja klar
1009720	1039730	erst aber den angreifen muss das heißt es gebe ich mir richtig mühe rangers quarry sehr gut okay
1039730	1052850	gut da das ist jetzt wieder anders eingestellt muss ich den schaden über die extra würfel hat
1052850	1067480	es ist doch genau ich habe das gerade gesucht weil beim horst war es ja so dass du dann beim
1067480	1076600	attack ergebnis im chat aus der den schadensticken noch stehen und deswegen danach habe ich dazu passt
1076600	1122100	also jetzt alles da ist 10 plus 3 13 schaden wir waren echt schnell ich schaue dass jetzt nicht
1122100	1126080	irgendwie besonders laut knallt wenn es geht dann bremst sich irgendwie noch ein bisschen das nicht
1126080	1200610	allzu scheppert auf dem boden kracht wahrscheinlich genau kirschmann auf die geräuschquelle also ich
1200610	1203410	Ich untersuche jetzt nicht unseren Gegner.
1235290	1237570	Unter dem Schreibtisch ist nichts, wieder einer.
1242630	1244490	Unter dem Schreibtisch versteckt sich keiner.
1247740	1249020	Ja, man weiß ja nie.
1271000	1273640	Trotzdem schaue ich jetzt, wo das Geräusch hergekommen sein kann,
1273700	1274940	wenn man so dieses...
1274940	1294920	Ja, okay.
1339690	1340430	Doch, dann gerade.
1346290	1348470	Also knapp, aber hat noch gereicht.
1353710	1353850	Ja.
1402540	1404720	Der Schuss, also...
1404720	1408880	Ghalrixtho wurde getroffen von oben, wo er steht.
1408880	1414420	Also ist er in unsere Richtung getaubelt oder in welche Richtung ist er sozusagen zurückgegangen?
1417500	1418960	Ja, ich bin gerade durchs Kuh gekommen.
1443060	1443900	Ja, das ist schon mal eine andere.
1449250	1449910	Ich sehe ihn.
1450090	1450190	Ja.
1462840	1463580	Okay, also.
1464600	1465400	Ich springe ihn an.
1468180	1468420	Yes.
1473540	1481200	Das ist ziemlich unangenehm, weil dann gibt es nämlich nochmal einen Extraschaden für Savage Attacker.
1484830	1484970	So.
1486090	1488970	Und der zweite Angriff dürfte auch so sein.
1488970	1523680	also dann doch auf die zahl verflixt ich war okay ja dann entschuldigung das sind einmal drei das
1523680	1531480	ist richtig ja so moment wir sind aber noch nicht fertig dann kommt nämlich durch den grid noch mal
1531480	1551930	ein w8 dazu dann sind wir jetzt bei 15 und dann kommt der zweite angriff ich habe im moment ich
1551930	1558070	wirklich beim ersten tatsächlich 3d 8 weil ich beim krebs ich habe sehr witzig und da kriegt
1558070	1568640	man noch mal einen drauf ein genau also das ist dann ja da zeigt es mir richtig an genau
1568640	1576520	also 3 plus dann 7 und dann kommt da so und dann und stimmt es dann da hatte nur
1576520	1586120	nicht plus 2 ja doch das stimmt genau das sind vier und da kommen jetzt wir acht dazu wegen dem
1586120	1929560	slayer das heißt auch noch mal zwei das geht ja so eben nein nein nein stimmt naja jetzt bin ich
1929560	2125800	wahrscheinlich eher aufrecht wobei wenn jetzt weggezischt ist ja doch ne, bin schon aufrecht im moment. Meine beiden Kumpane stehen ja quasi hinter der Piste das ist ganz gut das heißt was ich jetzt mache ich bewege mich noch ein Stück nach hinten und während ich das mache schmeiße ich eine von den Granaten hinten an die Wand. Die Fraggranate weil die haben einen kleineren Radius die die Betäubungsgranate die für uns alle
2125800	2211270	ziemlich unangenehm die fragt ja ist nach hinten natürlich genau zwei die
2211270	2375470	zehn das ist ja überschaubar zwar rot geduscht aber können das 1 das reicht okay
2375470	2386560	Die Hitpoints sind da. Ich dachte schon, die sind gelöscht, die sind nur so klein.
2386560	2492860	Deckung! Yay, das ist cool. Der Superiority Dye ist wie hier, sagst du. Okay. Also auf die Entfernung ist der wesentlich
2492860	2653880	gefährlicher. Das heißt, okay, die haben den jetzt in die Zange genommen, das finde ich super. Das
2653880	2704370	heißt ja genau jetzt kann ich wenigstens wunderbar sehr schön also schauen wir schnell genau next
2704370	2748400	ability check before your next gibt es längst nicht lenken gibt es eigentlich gar nicht mehr
2748400	2794240	Genau. Das erste habe ich getroffen und dann das zweite, da wollte ich einen Grapplen, da fällt mir bloß gerade noch ein, wie grappelt man eigentlich? Macht man das mit einem Attack-Roll oder ist das irgendwie ein Athletics-Roll?
2794240	2853500	Ja genau, aber ich habe vor kurzem beim D&D 5 2024 gesehen, dass das nicht mehr so gemacht wird. Was mache ich? Okay, also ich habe durch das Brawler kann ich eine Attacke schlagen und dann kriege ich eine Bonus-Attacke, die ich von Grapple verwenden kann. Das heißt, ich müsste dann eine Athletics-Check statt eine Attacke machen, richtig?
2854800	2862980	Okay. Der zweite, da nehme ich aber das, was ich gewürfelt habe, weil sonst wäre es ja jetzt ein Schmuh.
2863720	2867800	Und dann hätte ich zwar zwei Punkte mehr, da hätte ich auch 14 kommen mit dem...
2867800	2868900	Ne, stimmt gar nicht, oder?
2871610	2874130	Nö, wäre es selbe. Also dann passt es, genau.
2874430	2881270	Ne, dann hat es gut hingehauen. Also der Grappling klappt nicht, aber Schaden mache ich dann einfach normal für den ersten normalen Angriff.
2882390	2882670	Okay.
2885140	2886800	Der zweite, der...
2886800	2893070	Aber schon wieder Minimalschaden, echt? Das ist doch wirklich läppisch.
2893070	2904470	immerhin der ist ist ja schon verletzt ja dann kriege ich noch kein bonus schaden blöd das ist
2904470	3004920	gut den rangers quarry in vier schaden also für das hat war natürlich ganz anständig ist das nie
3004920	3246460	so jetzt versuchen wir es noch mal also die advantage hat nicht aber er kann sein ist nicht
3246460	3253320	sich anwenden. Oder anders
3253320	3255240	formuliert, du kannst eine Sneak Attack
3255240	3256600	ausführen gegen ein Ziel,
3256980	3259280	wo du Advantage hast, das wäre
3259280	3261040	die eine oder die andere,
3261620	3263460	wenn der im Nahkampf
3263460	3264560	mit anderen Leuten ist.
3265780	3267160	Also du brauchst sozusagen
3267160	3269140	einen abgelenken Gegner oder einen,
3269260	3271340	den du leicht treffen kannst, dann kannst du den Zusatz
3271340	3274810	schaden. Für uns ist das
3274810	3276210	jetzt nicht so nützlich.
3277270	3278710	Früher war das immer das Hauptziel,
3278830	3280910	jemanden so in die Zange zu nehmen. Das nützt
3280910	3282190	jetzt mittlerweile nicht mehr viel.
3393620	3395920	Shit, noch einer. Okay, Beeilung.
3398000	3400260	Hauptsache, wenn wir immer nur einen haben, kriegen wir es besser hin.
3400580	3401660	Also, pack.
3402360	3404320	So, das sieht nach Treffer aus.
3406240	3410630	Dann, ich schlag nach.
3410710	3412130	Ich versuche jetzt nicht zu Boden zu bringen.
3412310	3414870	Ich ring mit dem jetzt nicht, sondern ich mach rack, rack.
3417180	3418100	Ja, der bringt da nichts.
3418100	3422300	Machen wir einmal den normalen Schaden.
3422980	3425520	So, immer schön niedrig würfeln.
3425520	3427660	brav, aber deswegen,
3428160	3429680	weil ich das schon weiß, habe ich was
3429680	3431200	vorbereitet. Der kriegt jetzt nochmal
3431200	3432480	zusätzlich.
3433700	3435860	Okay, also 10 Schaden insgesamt.
3436860	3457120	Ja, wenn der
3457120	3459020	die Rüstung nicht hätte, dann hätte ich
3459020	3460000	ein noch schwerer Treffen.
3493530	3496960	Ja, da wo...
3496960	3501840	Ja, okay. Und trifft den
3501840	3516690	anderen. Ja.
3569450	3611200	Knacko. Du bist so
3611200	3613280	gemein.
3613280	3645960	Das war heftig.
4086640	4088060	Super. Genau, richtig.
4160290	4252880	hier super du machst wenigstens scheitert so ist es recht ja genau das ist schon haben sich aus
4252880	4286770	getobt gut dann 1 2 3 4 5 er ist ran an den speck so genau eine große finesse einfach nicht groß
4296240	4301040	Dann versuche ich mal, ob ich die Lücke nochmal nutzen kann.
4301260	4302700	Ah, ne, die hört sich auf.
4306810	4310070	Okay, also, jetzt einmal Chuck.
4311650	4316350	Der war ja auch schon gut angeschlagen durch den Kollegen Ganden, was auch immer gut ist.
4318290	4321060	Dann kriegt er zwölf.
4347190	4349490	Ja, das ist natürlich doof, aber ist halt so.
4358160	4358980	Ne, beides nicht.
4364180	4366220	Holla, okay, dann machen wir gleich mal weiter.
4366220	4393740	jetzt ist doch wohin muss das verstehe ich nicht warum hat das macht ach so ok ok also dann sind
4393740	4447990	es acht plus neun sind 17 lust halt nicht nur ein davon 17 19 er sieht nach chef aus das heißt
4447990	4457850	den durchsuche ich mal, ob er sowas wie einen Schlüssel, eine Keycard oder ähnliche Chef-Ufensilien hat.
4460800	4520330	Wenn es weiter geht, schwupp, den nehmen wir doch gleich mal. Probiert das mal. Vielleicht hilft das.
4520810	4639180	Ah, sieht aus, als wenn wir es nicht richtig hätten. Das besprechen wir am besten, sobald wir draußen sind.
4639180	4661880	Und, Ganden, gehen wir? Oder willst du noch wissen, was im letzten Raum ist?
4703940	4705720	Das heißt, das prüfen wir nämlich noch schnell.
4869460	4874360	Also ich würde mich gerne mit dem Raum beschäftigen, weil wir wissen ja, dass die hier keine Wetterbeobachtung machen.
4874800	4881940	Und wenn wir jetzt schon drin sind, kann das durchaus sein, dass wir da nebenbei vielleicht noch ganz aufschlussreiche Dinge finden.
4881940	4890080	Ich sehe ja verschiedene Unterlagen auf den Tischen. Es gibt Schreibtische mit Schubladen. Es gibt sogar so einen Dokumentenschrank.
4891420	4896640	Mal schauen, ob da vielleicht irgendwas drin ist, was interessant sein könnte.
4896820	5059970	Ich kann hier auch keine hundert von Seiten durchlesen. Ich mache meine Rucksäcke auf und stopfe mal die Sachen rein, damit wir das später anschauen können. Also was geht, den gesamten Aktenschrank nett und wenn ich sehe, dass irgendwo Dienstpläne oder sowas drin sind, mein Gott, ja, das brauchen wir auch nicht. Aber ansonsten, die anderen Sachen, die nehmen wir mal mit, damit wir überhaupt Zeit haben, das anzuschauen. Stopp, stopp. Wir kommen gleich, wir nehmen nur ein paar Sachen.
5059970	5459140	Ich nehme das schwarze Ding. Was ist das denn? Oha, den habe ich vorhin schon gesehen und habe gedacht, dass ist so eine Art Beschwerer oder Handschmeichler. Ich bin gerade im Suchen, wo ich das reinschreibe.
5459140	6311780	die lokal gespeichert nehmen wir natürlich gern sobald wir draußen sind und auf weg zum leider
6311780	6318380	ich mich noch mal wollte ich schon längst machen ich muss doch unsere fingerabdrücke beseitigen und
6318380	6334440	drückt den knopf und das ist so eine sprengung so ein packen plastik sprengstoff das reicht
6334440	6422780	normalerweise um ein gebäude in schutt und asche zu legen jetzt wird die arbeit verursacht wenn es
6422780	6434620	nicht macht oder Ghalrixtho store oder ich mache das mit ja ich mache das natürlich mit vergnügen klar
6434620	6454520	ich werde ihm so ein blick zu uns kein anlass für schiefe seitenblicke das ist wahrscheinlich das
6454520	6566150	besten dass du hier reiten kannst mit unserem gast nach modus nicht
6567650	6701050	ist es man kann einfach sich beliebig die strecke aussuchen das ja tapfer durchgehalten respekt
