start	end	text
6800	24520	Hallo Brake. Gut, wir haben natürlich alle ganz vorbildlich, wie es gehört, einen wunderbaren Aufschrieb vom letzten Mal gelesen. Das war ganz toll, das war mir alles komplett unbekannt. Eine wilde Stachel, die mich total überrascht hat.
24520	37660	und ja genau aber wir sind jetzt gerade an dem punkt wo komago den kellum an seinem dünnen nacken
37660	45700	packt und ihnen aus dem schiff raus schmeißt in die wunderschöne land schafft natürlich ohne anzügen
45700	289480	ist doch klar du merkst wie du wirklich so umgedreht wirst nicht so richtig mit gewalt aber
289480	297460	mit entschiedener kraft ganz langsam und hast dann wirklich nur so in vielleicht 15 20 zentimeter
297460	304060	entfernung siehst du dieses parat gefleckte gesicht und vor allem die großen augen und
304060	314890	reißzähne vor dir und die augen bohren sich wirklich in deine halle wenn du es nicht schaffst
314890	326270	deine eigenen Entscheidungen unter Kontrolle zu bringen, dich zusammenzureißen und selbst zu entscheiden, was du tust,
327090	331610	dann bist du so gefährlich für dich und uns, dass wir dich loswerden müssen.
332550	385210	Verstanden? Reiß dich zusammen. Das kann ich mir gut verordnen.
385210	400760	Komago lockert seinen Griff ein bisschen, aber noch nicht komplett, starrt dir weiter in die Augen.
401940	405480	Gut so. Bleib wach. Ich gebe dir ein Hilfsmittel.
407340	456810	Bleib stehen. Kannst du mich hören? Bleib hier.
457810	462950	Ich greife in mein Mechaniker-Kit und hole den kleinen Lichtbogenschweiß heraus,
463930	467130	nehme eine der Energiezellen raus und drehe die Einstellung komplett runter.
467130	469950	dann drücke ich sie mir in die Hand,
470750	472570	sobald du das Gefühl hast,
472830	474550	dass du nicht mehr ganz da bist
474550	477150	oder dass irgendwas dich bedienen will,
477890	479610	dann verpasst ihr damit einen Schlag.
494200	496640	Das ist wie ein heftiger Träser, das sieht man.
497400	500100	Es sieht einschüchternd aus, als es wahrscheinlich ist,
500100	501900	aber du möchtest es nicht abkriegen.
505050	507790	Also, wenn dir irgendwas komisch vorkommt,
507870	511350	wenn du merkst, dass irgendetwas mit dir redet
511350	513070	oder dich bedient.
515070	515550	Sofort.
516070	517150	Nicht fackeln. Verstanden?
520080	521860	Du bist dein Herr. Du bist dein Chef.
522220	523600	Du entscheidest, was du tust.
524400	526180	Lass dir von niemandem etwas vorschreiben.
527420	528240	Diese beschissene
528240	530180	Galaxie ist voll mit allen möglichen
530180	532140	Gestalten, die meint, sie können dich rumschubsen
532140	534160	und rumkommandieren und von dir verlangen, was sie
534160	535880	wollen. Und das lässt du dir nicht gefallen.
536000	561800	Verstanden? Da sind wir dabei.
562580	563820	Ich lass jetzt so dein Hals
563820	565740	los. Und das war das letzte Mal, dass dich
565740	590470	jemand bewegt und rum gedreht hat alles klar gut also wenn wir raus rollt sie den raumanzug an das
590470	733400	geht nicht ohne genau ich habe von der ich guck mal schnell die atmosphärischen parameter an ob
733400	738160	sich was verändert hat also zum beispiel kohlendioxid oder sauerstoffwerte beziehungsweise
738160	808000	luftfeuchtigkeit der temperatur kann ja durch den sturm durchaus nennen aber das ist jetzt nicht so
808000	813340	schnell dass man gleich so pflanzen so bewegt wachsen sieht oder so extrem ist nicht dass er
813340	1167780	so enthalten und aufbauen also bis jetzt klasse luft ist ja genau das sind imperial sos wer sonst
1167780	1170980	Sonst sind es vielleicht gut abgestürzte Piraten, aber das ist auch nicht besser.
1172260	1174640	Das Dumme ist nur, wenn die hierher kommen, entdecken sie die Turbot.
1179040	1180300	Das können wir auch nicht zulassen.
1186180	1192390	Ja, eben. Wisst ihr was?
1194130	1197090	Wir gehen raus und wenn sie aussteigen, überwältigen wir sie.
1206870	1212470	Also wir machen uns kampfbereit, aber nicht im Schiff, weil die Kanone ist ja eh leer geschossen, das wissen wir ja.
1212790	1214830	Und die Turbot liegt schief, die kann nicht schießen.
1214830	1560780	Also im Endeffekt müssen wir warten, bis die aussteigen und dann sozusagen ganz klassisches Handgemächt machen. Ja, eben. Das ist wichtig. Sehr gut. Schockzustand.
1560780	1919960	Galerix, du erzähl, was kannst du lesen? Das heißt, das ist ein valides Ziel. Es macht Sinn, wenn ich sie sprenge, oder? Einer allein. Wie weit ist es genau entfernt? Okay, wir gehen zur Kapsel hin und nehmen sie dort in Empfang, oder?
1919960	1964030	ach echt man kann jetzt sogar ohne maske atmen braucht ja aber das ist für uns trotzdem erst mal
