start	end	text
7730	70670	Es ging uns tatsächlich so, dass wir es rekonstruieren mussten, was alles stattfand. Aber wir haben es... Also genau, bevor wir mit solchen Aktionen einsteigen, möchte ich euch einfach nur nochmal an die Situation erinnern. Ihr seid mitten auf IEGO, dem System mit den 1000 Monden. Das heißt, wenn ihr euch auf ROAD20 dieses Bild anschaut, der Himmel ist tatsächlich genau so.
70670	90270	Also zwischen diesen aufragenden Basaltformationen sieht man unterschiedliche Monde, große und kleine Monde in unterschiedlichen Zuständen des Vollseins oder der Scheibe oder der Mondscheibe.
100670	127680	der noch sehr viel aktive Vulkanität verzeichnet, sondern es ist vor allem so, dass das alles nur beleuchtet wird, nicht durch Sonnen, sondern durch diese Nebelformationen am Himmel, der konstant ohne Tages- und Nachtzeiten diese rötliche Stimmung produziert.
127680	138390	und dieser Sturm ist ja gerade durchgefegt und flacht so langsam aber sicher ab.
138390	150460	Ihr hört zwar noch ein bisschen draußen Donner und Wetter, das Stürmen, aber es wird schwächer.
150460	164120	Und in einem dieser Fenster hat Kalem die Relaisstation der Brill angeschaltet und Funk empfangen.
164620	171680	Und zwar hast du irgendeine Auseinandersetzung verfolgt und dann wieder abgeschaltet.
172940	178240	Und die Präsenz, die da draußen ist, hat sich wieder in deinem Kopf festgesetzt gehabt.
178240	187140	und dieses Mal ist es so, dass während die anderen reagieren,
188150	197640	du von dieser Präsenz ein Bild mitbekommen hast, welches dir im Vorauge steht.
198080	205400	Und zwar siehst du einen dieser Canyons, einen Felsspalt.
205400	224860	Und du weißt nicht woher, aber dieser Felsspalt, du hast ihn auch noch nie gesehen. Das heißt also, diese Erinnerung oder dieses Bild, was jetzt in deinem Kopf ist, kann nicht von dir kommen, sondern kam von woanders.
224860	253300	Moment, ich zeige es dir gleich. Du siehst eine einzelne Gestalt Basaltfelsen in dieser vertikalen Welt erklimmen und dann einen langen Stufenweg emporsteigen. Seht ihr das? Das ist das Ganze, was du siehst.
253300	273900	Jetzt fühlst du die behaarte Hand von Komaru in deinem Nacken, der dich umdreht. Genau, und dann könnt ihr einsteigen. Erinnere ihn daran, wo er gerade ist.
273900	624280	Es ist hier genug an Raumanzügen da. Ihr habt ja auch der Turbot, ihr habt ja dort schon sehr viel davon und ihr habt euch alle ausgerüstet. Ihr habt euch allerdings bisher noch nicht von der Brill fortbewegt. Ihr seid noch in der Brill, aber die Turbot ist fast fertig repariert. Es gibt nur noch ein paar Details, um die ihr euch kümmern müsst.
624280	648820	Und ihr solltet natürlich auch mal die Systeme testen. Das steht natürlich noch aus. Aber eure Aufgaben wurden ja unterbrochen. Zwar jäh durch diesen starken Sturm, der dann diesen ganzen feinen Staub aufgewirbelt hat und auch die Pflanzen ziemlich durcheinander gebracht hat.
648820	666040	Aber das Erstaunliche ist, wenn ihr jetzt zum Cockpit rausschaut und jetzt, nachdem die Brill diese Relaisstation wieder abgeschaltet hat, fließt ja die ganze Energie wieder in die Schilde und ihr könnt relativ gut rausschauen.
666040	682150	Und ihr seht, dass der Dschungel durch diesen starken Sturm eher zum Leben erwacht ist, jetzt wo er abgeflaut ist, als das Gegenteil.
685370	697250	Das wirkt fast so, als hätten die Pflanzen, manche davon sind vielleicht an den Rändern ein bisschen ausgerissen und durch den Sturm durcheinander gewirbelt.
697250	718450	Aber alles hat sich gut festhalten können. Und hier unten seht ihr jetzt nach dem Sturm eine Art Blüte. Alles blüht. Und hier unten ist es fast unheimlich grünlich, gelblich, rot. Überall hier.
718450	748940	Weil nämlich die Blüten ein fluoreszierendes Licht ausstrahlen. Hervorragend. Es tut eben der Atmosphäre gut, wenn sie durcheinandergewirbelt wird.
748940	765700	Und nachdem sich jetzt aus der Senke heraus dieser ganze Kohlenstoffmonoxid und so weiter, diese ganze abgelagerten Abgase der Vulkanaktivität herausgeweht haben, kann es richtig losgehen.
765920	772280	CO2, Stickstoff, alles in relativ guten Bedingungen verleben.
772280	796920	Und es kommen tatsächlich jetzt die ganzen kleinen Insekten hervor und schwirren von weiter oben nach unten, um wie Fliegen, die zum Licht schweben, zu diesen leuchtenden Blüten zu schweben, um die Zeit zu nutzen, die ihnen verbleibt, um ihr Leben überall zu verteilen.
796920	832700	Sodass also der Dschungel nach und nach diese vulkanische Atmosphäre erobert. So schnell ist es nicht. Aber es ist schon erstaunlich, wie das Leben jetzt nach diesem Sturm hier unten quasi aus diesen abgelagerten vulkanischen Sedimenten hervorkommt.
832700	854470	unsere Kinder waren bei Hernt und Onkel bis jetzt. Und jetzt kommen die gerade heim. Naja, also ihr
854470	867430	seid dort unten und ihr schaut heraus. Ich glaube mich daran zu erinnern, dass das Relay abgeschaltet
