start	end	text
46960	47880	Wie sowas, ja.
248840	249620	Jetzt, ja.
251020	252400	Wow, sieht das gut aus.
258280	260500	Wo bin ich jetzt im Moment und wo sind die anderen?
274260	279820	Ja, also ich meine, das merkt man Kaelum an, der war gerade weg.
340800	347880	Du siehst wie Kaelum in der Tat, also die Augen sind das Gegenteil von Komarus Augen.
347960	353480	Komarus Augen sind fokussiert, die sind die Augen eines Räubers.
353480	358720	während Kaelons Augen im Moment gar nichts hin fokussieren.
358860	365020	Und jetzt erst, wo du mit ihm sprichst, fokussieren sie auf dich, auf Kon-Aru.
366280	372660	Und er scheint so Stück für Stück zusammenzubauen, was du gerade zu ihm gesagt hast.
373600	375540	Damit noch ein wenig für sich hin.
376720	385390	Kon-Aru, da draußen ist jemand. Ich habe ihn gesehen.
387570	390190	Wir müssen ihn finden.
390970	391850	Er ist eine Gefahr.
407220	409040	Es ist kein Zufall, dass wir hier sind.
409720	410920	Nichts ist Zufall.
413490	414950	Er muss hier irgendwo sein.
416430	417230	Ein Bauwerk.
418050	418650	Eine Treppe.
420230	421670	Das ist kein Zufall.
422830	430070	Ich weiß nicht, ob er mich ruft oder was meine Aufgabe ist, was unsere Aufgabe ist.
430070	434070	Wir müssen vorbereitet sein, aber wir dürfen ihn nicht...
436480	437840	Tun lassen, was er tut.
448850	449290	Ich bin da.
450430	451210	Ich bin da, Kumaro.
452350	453090	Ich bin wieder hier.
484290	486250	Calum nimmt das Ding in die Hand,
487350	489070	testet es einmal sozusagen in der Luft
489070	493030	und nickt anerkennend und ernst.
494330	518680	Das ist, du hast recht.
520420	521040	Aber was tun wir?
538160	539680	Kumaro, in dem Moment siehst du,
539680	542060	dass bei Calum wirklich die Augen beginnen,
542380	543600	so zu werden wie deine.
544240	545520	Fokussiert, flackernd.
546160	548240	Da beginnt Leben darin.
548960	553880	Und ich entscheide, dass wir diesen Kerl, diese Person, wer auch immer das ist,
554500	559360	wir müssen sie finden, wir müssen herausfinden, was er hier macht.
570700	577600	Wie als eine Form der Zustimmung macht Calum einmal mit diesem Gerät,
577600	584160	das du ihm gegeben hast, in der Luft zu einem Psst, Psst, Psst und nickt dir zu.
584960	586620	Wir müssen zur Tat schreiten.
594040	598900	War denn hier noch ein Raumanzug verfügbar oder hatte den nicht zuletzt jemand anders?
601820	602240	Ja, gut.
606770	607270	Ach, stimmt, ja.
1133710	1139950	Darf ich ganz kurz fragen, bei diesem Shuttle, wissen wir da, wie viele Leute sind denn da, passen da rein, wissen wir das?
1156220	1157940	Das wäre nicht untypisch für das Imperium.
1922480	1923300	Das klingt gut, ja.
1958710	2310680	Oh, ich habe es nicht verstanden, Entschuldigung.
2315600	2316700	Ich komme mit, ich komme mit.
2408640	2410300	Ich glaube bei Roll20 nicht, ne.
2410800	3062330	Genau, ich habe jetzt vorhin...
3062330	3062650	Wie?
3065210	3065370	Mhm.
3065370	3077530	Ich fasse, ich habe in der rechten Hand mein Vibro-Schwert und in der linken dieses Gerät, das mir Kumaro gegeben hat.
3077530	3085890	Und mit der linken Hand fasse ich so ein bisschen fester in diesem Gerät und halte es so über den Oberschenkel.
3086010	3087750	Einfach nur zur Sicherheit.
3087750	3103590	an Kumaros Augen, an diese fokussierten Augen
3103590	3107670	und versuche mich darauf zu konzentrieren, dass Kumaro recht hat.
3109010	3116090	Ich möchte ein Ziel verfolgen, nicht diese irrelevanten Lakaien.
3116710	3117470	Ich habe ein Ziel.
3160490	3164070	Um mich darauf zu konzentrieren, nicht auf irgendwelche anderen,
3164810	3167470	der ich versuche mich nach vorne zu konzentrieren,
3167470	3169550	darauf zu konzentrieren, was macht Komaru gerade,
3169650	3170610	was passiert da vorne.
3171970	3173090	Auf das Wesentliche.
3579660	3580280	Sehen wir
3580280	3581880	Komaru? Oder war das
3581880	3584240	wirklich nur dieser Schatten, den wir da...
3584240	3594210	Ich versuche mich schnell...
3595370	3596150	Also,
3596390	3598010	wir wurden ja noch nicht gesehen. Das heißt,
3598130	3600470	ich versuche zügig, aber irgendwie
3600470	3601630	deckungnutzend
3601630	3604250	in die Richtung zu gehen, in die sie Scouts
3604250	3613680	sind. Ja, ich habe
3613680	3615720	meinen Bogen noch nicht in Roll20. Ich habe
3615720	3617780	den bei der SW5E-Seite, ich würfel
3617780	3619180	jetzt einfach hier und
3619180	3622740	ich sag's dir dann genau,
3622960	3625280	der war nicht gut, aber warte mal, ich sag dir ganz kurz
3625280	3630600	Athletics. Ne, ne,
3630680	3632840	da komm ich auf 5 oder 6, mehr ist das nicht.
3652980	3653580	Ja, na.
4145120	4148820	Soll ich? Genau.
4169520	4360060	Boah. Ich schüttel mich mal,
4360140	4362240	ich bin ja immer noch in diesem halben Dschungel irgendwie
4362240	4364240	und schau mal, ob ich von meinen
4364240	4365520	eigenen Leuten was sehe.
4405020	4406080	Also es ist erstmal
4406080	4410840	ein gutes Zeichen, dass ich die anderen
4410840	4412140	nicht sehe.
4412880	4458730	Dann liegen sie zumindest schon nicht rum. Ich werde genau das machen. Ich werde jetzt da runter sprinten und diesem Elend ein Ende setzen. Das heißt, mit gezücktem Vibro-Schwert renne ich runter, das Fiepsen noch im Ohr und versuche ihm sozusagen im Ansturm das Ende zu machen. Bitte nicht schießen.
4458730	4504800	Also wirklich, ich versuche es möglichst schnell zu machen.
4505520	4507240	Das ist ja wirklich so eine Vibro-Klinge.
4507340	4512440	Das ist so eine einseitige Klinge, so ein bisschen wie so ein Kriegsmesser,
4512720	4514880	so ein historisches nur in Vibro.
4516060	4521340	Und damit mit einem Rückhandschlag versuche ich den Kopf abzutrennen.
4521340	4581860	Hat sie Zeichen, bei denen man irgendwie einen Rang erkennen kann?
4584340	4584860	Also Käpt'n.
4584860	4597640	Ich gehe davon aus, dass sie nicht allzu schnell ist, also werde ich mit bestimmten Schritt auf sie zugehen, nicht rennen oder so.
4606200	4800550	Verstehe ich denn überhaupt was?
4801030	4822020	Ich halte so das Schwert ausgestreckt, vibrierend so zu ihr, an ihren Hals.
4832260	4835060	Wer bist du? Sage ich mit viel zu lauter Stimme.
4870870	4871270	Meinst du mich?
4871270	4875610	Also, okay, Kalem, jetzt habe ich es verstanden. Jetzt habe ich es schon nicht mehr verstanden.
4876310	4881990	Im Moment, Konsti, ich habe ganz, ja gut, da kommt nicht viel bei rum, sieben.
4882490	4930380	Ich mache Weisheitsrettungswurf mit Nachteil, also ich würfel zweimal einfach. Die waren nicht so schlecht.
4966980	4976320	Ich würde gerne beschreiben, wie die anderen vielleicht sehen, was Kalem macht, weil er nicht nur sein, also ich interpretiere jetzt mal, dass der Rettungswurf wirklich ganz gut war.
4976320	5003160	Er hat diese Vibroklinge, wie so ein langes Kriegsmesser aussieht, an ihren Hals gelegt. Die Vibroklinge, die vibriert. Gleichzeitig zieht er mit der linken Hand ein anderes Gerät raus und ja, da so kleine Blitze in die Luft schießt, das Gerät, das Kumaro ihm gegeben hat und steht damit mit zwei Waffen bedrohlich vor ihr.
5003160	5009560	scheint dann kurz zu überlegen, links oder rechts.
5011500	5014600	Und in dem Moment, in dem diese Stimme kommt und sagt, stich zu,
5015320	5019720	bewegt sich die linke Hand blitzschnell zum eigenen Hals
5019720	5022480	und ergibt sich selbst einen Schock.
5182540	5269430	Schau dich an und rufe, was?
5286960	5290300	Trotzdem rufe ich viel zu laut zurück, ich höre dich.
5290300	5965960	Wie ist unsere Doktorin? Die hat ein gebrochenes Bein, ist aber sonst bei Bewusstsein und Handlungsfähig?
5978770	6171590	Achso, stimmt ja natürlich. Ich gehe mal zu Fritze.
6320270	6327710	Keine massiert sich so ein bisschen nebensächlich die Stelle am Hals, die deutlich markiert im Moment ist.
6327710	6329990	Das hat geholfen.
6330470	6336860	Wem sagst du das?
6339130	6340610	Und jetzt kümmern wir uns um die Lebenden.
6342370	6345410	Ich schaue mal zu diesem, zu dieser Captain.
6346550	6348450	Ich denke, sie hat uns einiges zu sagen.
6353360	6355180	Ich gehe mal zu ihr.
6390700	6395400	Ich beginne aber natürlich, also dass die anderen dabei sind, damit wir das gemeinsam machen können.
6396660	6398380	Wie ist dein Name und dein Rang?
6413630	6416490	Was war und was ist euer Auftrag hier?
6416490	6417490	Warum seid ihr hier?
6440780	6444820	Du musst verstehen, dass du gerade über dein Leben entscheidest.
6491570	6493070	Geh ein bisschen näher an sie ran.
6494770	6498350	Ich hab dich einmal verschont. Das wird es kein zweites Mal geben.
6500990	6502270	Was ist euer Auftrag hier?
6506300	6507980	Callum schaut sich ein bisschen irritiert um.
6509890	6511910	Darum geht es nicht. Du bist mir egal.
6513410	6515630	Ich will wissen, weshalb ihr hier seid.
6579260	6580820	Der Machtwerker bei euch?
6909980	6912960	Wo vermutet ihr euer Ziel?
6921580	6922100	Wo genau?
7014530	7016870	Was für ein imperiales Schiff habt ihr geortet?
7026780	7027040	Brücke?
7030250	7035620	Ich drehe mich... Ich weiß nicht, wovon du sprichst.
7036060	7098150	Und wo?
7098830	7099850	Wo in diesem Tal?
7302580	7304100	Wie weit ist das weg von hier?
7337510	7338710	Der offenkundig noch lebt.
7343580	7344940	Das habe ich sehr bewusst gehört.
7350750	7351930	Ich bin nicht...
7351930	7771890	Haben wir denn hier...
7771890	7773290	Glaubst du, er wird uns ehren?
7776860	7777720	Wenn wir diesen...
7777720	7783580	Ich schaue ganz kurz zu den anderen.
7783580	8088080	Das klingt gut, wenn wir diesen Auftrag erfüllen. Ich drehe mich zu dir um. Wir könnten die medizinische Hilfe von ihm bekommen. Als Dankeschön. Das sollten wir nutzen. Ich sage, wir suchen nach dieser Waffe und tun unser Bestes, den Commodore zu treffen und seine Hilfe zu bekommen. Schön, ja?
