start	end	text
159060	184610	Ja, ich möchte gerne die Situation kontrollieren können, deswegen deaktiviere ich den Überraumantrieb und gebe gleichzeitig durch die Sprachausgabe aus Störungen auf der Überraumroute.
184610	190970	wir gehen aus dem Hüferraum und müssen die Situation analysieren.
194460	200500	Moment, ich sehe auch nur die Kabut.
210880	367950	Jetzt sehen wir sie. Das heißt, soll ich nochmal einen...
367950	372330	Also ich möchte die Scanner aktivieren, um zu gucken, wer da...
372330	376490	Also anscheinend ist ja das Imperium da irgendwie involviert, aber wer da...
376490	380250	Welche Schiffe da sonst auf der anderen Seite stehen und ob das
380250	386250	halt alles vor uns stattfindet oder ob um uns herum vielleicht noch irgendwas sich befindet.
386250	553130	Also die Nummer kenne ich von einem vorherigen Contract, wo ich mit denen zusammengearbeitet habe.
553130	570490	die okay also erstmal noch über die bordeinlage noch mal einen spruch geschützt firma besitzen
570490	666500	wir haben kriegen kontakt von ihr ist von dem sb denn zerstörer also das heißt er kommt auf
666500	831850	uns zu ja oder leo winken der soll eigentlich ins bett nichts da stern zerstörer hat uns mit
831850	833850	Imperia mit ISB-Kennung angefunkt
833850	834830	und bittet um Hilfe
834830	836470	im Kampf.
870120	871560	Also die von der...
873340	875380	Das sind diese beiden großen Raume,
875480	876960	der Sternenzerstörer und die
876960	879300	Obsidian Arrow, die kämpfen gegeneinander
879300	881060	und die lassen jetzt jeweils ihre Schiffe raus.
881160	883280	Der Sternenzerstörer hat seine TIE weiter
883280	885300	rausgelassen und der Black Arrow
885300	887640	lässt diese Black Sun Chips, die du
887640	888320	da zeigst, raus.
919750	921170	Das heißt, die TIE-Bomber
921170	923110	lassen ihre Bomben schon auf die
923110	924770	Obsidian Arrow ab.
925990	926190	Okay.
928810	929550	Ich habe noch
929550	931270	zwei andere Fragen, aber die Turbot hat,
931390	933090	wir haben Schilde an der Turbot oder
933090	934950	wie ist die ausgestattet?
942680	943820	Und der Planet,
944500	945220	der da,
946320	947160	ja, okay,
947760	949460	der Planet, der da zu sehen ist,
949540	951700	der auf dem Bild, der ist auch in Wirklichkeit da.
953870	955230	Und was ist das für ein Planet?
955230	956810	Haben die Sensoren das irgendwie angezeigt?
962680	964100	Ist der irgendwie bewohnt?
964180	965700	Hat der eine...
965720	991970	Feste Planetennobfläche 25.
1105000	1106400	Und ist der auch bewohnt?
1107600	1109040	Könnten wir darauf landen?
1187240	1258170	Also meine Einschätzung ist,
1258230	1260990	wir können uns dem Kampf entweder anschließen,
1261630	1264630	das sage ich wieder durch die Raumschiff-Sprechanlage,
1264630	1265450	dass alle das hören.
1267890	1270630	So wie sich die Situation gerade ausmalt,
