start	end	text
7380	60080	Ich drücke gleich mal Stop Recording. Genau. Ne, der war da alleine und hat das Treffen und die Übergabe vereinbart.
67720	110420	Ja, genau. Common Ground, richtig, so war es. Genau. Das hatten wir ja zuvor schon etwas erkundet, deswegen haben wir es ja vorgeschlagen, weil wir da das Gefühl hatten, es wäre ein guter Platz, wo man relativ ungestört ist und uns aber auch gut bereitstellen können.
110420	133470	Da hat Fritze tatsächlich schon sehr gut einen Plan beim Signal reingestellt. Dem stimme ich so weitgehend zu.
133470	345330	Könnt ihr mal schnell reinschauen. Dann können wir ein. Ja, es müssten noch vier sein. Ich glaube, ich hatte fünf. Dann müssten es noch vier sein. Genau. Stellen wir es doch auf, oder?
350520	356160	Das heißt natürlich, der Benni hat noch was, was auf dem Weg zum Common Ground passiert. Das kann natürlich sein.
356320	465300	Genau, so kann man das gehandeln. Ja, das hat man schon gesprochen. Also meiner Meinung nach ist es sehr auffällig, wenn zu dem Treffen wirklich nur Ganden und G4-X dastehen. Dann ist es sehr offenkundig, dass der Rest sich versteckt hat und im Hinterhalt liegt.
465300	473400	und weiß nicht ob das so gut ist da kann sein dass er gleich ab dreht oder das entsprechend
473400	641510	schon mal ja ist glaube ich besser wenn ich nahe dran bin das sollte sein gegönnt zu entspannen
641510	726740	Ja, genau. Das wäre jetzt auch noch nicht.
726880	766740	Ja, genau. Ziemlich was los. Also wenn wir auffällig werden, kriegen wir bestimmt Besuch.
767220	1029190	Ja, das ist ja genau richtig, um die Vorkehrung zu treffen. Hast du eine Karte dafür?
1056080	1062080	Ja, genau. Also es wäre auf jeden Fall gut, wenn wir so stehen, dass wir nahe an dem Frachter sind und den im Rücken haben.
1062080	1065100	Das ist einfach gut, dass wir den quasi nach hinten als Deckung haben.
1065100	1069840	und dann sollte vor uns der Platz liegen, wo wir dann sozusagen verhandeln
1069840	1075380	und die Blendgranaten, die können wir tatsächlich vielleicht in erster Linie mal,
1076020	1079720	also zumindest zwei hinter unserem Frachter, weil wenn wir die hinter uns zünden,
1079860	1082140	dann blenden die uns nicht, das ist schon mal ein großer Vorteil.
1083000	1084740	Und das wäre eigentlich das Wichtigste.
1084740	1088760	Da reichen aber auf jeden Fall zwei locker.
1088880	1092860	Die Frage ist, was tun wir mit den anderen zwei, falls wir schnell davon kommen wollen.
1092940	1093680	Wo ist es sinnvoll?
1093680	1136630	Okay, gut, bin ich auf deinem Ding. Dann zwei montieren wir, dass wir die, wenn nötig, schnell zünden können und zwei behalten wir. Genau, jeder steckt sich einen in die Tasche und dann zünden wir mit dem Sandzünder.
1136630	1352550	Haben wir den Sensoren mit Bewegungsmeldern, weil dann können wir die ja da hinter uns auch anbringen, damit wir so ein Anschleichen dann bemerken. Sensoren, Bewegungsmelder, haben wir sowas nicht da. Gut, okay. Na ja, da müssen wir einfach die Ohren spitzen, kein Problem. Alles klar. Genau. Bei der Übergabe, das ist Comago und Gandendach, sehe ich.
1352550	1776630	Wie gehen wir die Kommandos? Handzeichen oder Funk? Genau. Und dann warten wir mal, weil jetzt müsste es ja bald Besuch geben. Im Prinzip muss ja nur noch eine Stunde lang leben, alles andere ist uns dann wurscht. Gut, gut. Dann machen wir uns mal bereit.
1776630	1826390	Ja, das ist ein guter Punkt, weil wir treffen uns in der Nacht, stimmt, habe ich gar nicht daran gedacht. Wir haben tatsächlich Lampen aufgestellt, die das Ganze in ein nicht grelles, aber trotzdem deutliches Licht hängen. Also wir wollen hier jetzt vertrauenserweckend erscheinen.
1826390	2326790	dann schaut genau aufgerötelt komplette ausstattung mehr gut gemacht da hat er recht das ist schlau wir
2326790	2331890	hätten uns auch gewundert wenn ihr ohne waffen gekommen wird da moriana ohne waffen hätten euch
2331890	2333070	gar nicht für echt gehalten.
2344170	2344610	Vielleicht.
2345750	2378720	Euer Boss hat...
2378720	2382360	Lass uns den Austausch machen.
2422980	2425380	Alle Rodeaner kommen einem bekannt vor.
2428600	2429480	Hast du einen gesehen,
2429580	2430660	hast du sie alle gesehen.
