start	end	text
2000	3840	Jetzt recordieren, ja.
45060	49200	gerade. Fritze, du warst alleine, glaube ich,
49260	53840	beim Kartell. Oder habt ihr das gemeinsam?
68920	71680	Ach so, stimmt, genau, ihr habt euch in der Stadt getrennt gehabt.
71680	75120	So, genau. Und seid dann wieder gemeinsam
75120	79620	zurück zum Raumschiff, wo die Frage war, wie bereitet
79620	83640	ihr euch vor auf diese Übergabeverhandlungen,
83900	87240	die um zwei Uhr an dem
87240	89440	Frachter stattfinden soll.
90460	91320	The Common Ground.
91580	93780	Genauso hieß das Frachtschiff-Skelett.
98520	98740	Genau.
114290	114950	Ja, wie
114950	117390	bereitet ihr euch denn vor?
117730	203800	Das könnt ihr Vanira geben.
205340	206060	Jetzt gucke ich
206060	207100	gerade mal.
210280	212180	Kannte sich ja mit sowas aus.
212800	214800	Macht doch mal einer gerne
214800	216620	einen W20-Wurf für sie.
231680	232240	16.
234100	235020	Ja, Vanira muss
235020	238480	natürlich etwas improvisieren.
240400	242740	Dafür ist das Schiff jetzt grundsätzlich nicht
242740	246960	ausgerüstet. Andererseits, so ein Fernzünder, da gilt es
246960	250600	im Grunde, einen Sender anzupassen
250600	254760	und so weiter. Das ist jetzt kein Hexenwerk und das
254760	258040	schafft Banira damit. Es ist etwas improvisiert,
258920	262980	nicht zu 100 Prozent. Könnte durchaus auch
262980	264800	sein, dass der Störsender selbst
264800	267120	diese Fernzündung stören könnte.
269120	269560	Aber
269560	274460	genau. Und so
274460	276320	gibt es euch das mit. Wie viele Granaten
276320	296320	sind das, was ihr da habt? Wollt ihr
296320	298120	euch so eine Stunde vorher auf den Weg machen?
300260	301600	Also beziehungsweise eine Stunde vorher da
301600	333600	sein, so rum. Okay. Ja.
336340	357850	Bitte? Ne, das ist
357850	359430	also vielleicht nochmal die Frage wegen
359430	361630	Daro Fel. Wie lange
361630	363690	er betäubt ist, das hängt letztlich davon ab,
363770	364950	wie viel ihr ihm da rein
364950	369390	gemacht habt. Also das könnt ihr selbst entscheiden,
369930	373510	ob das jetzt so viel ist. Also ihr habt ja, das hat alles vorhin so um
373510	377610	22 Uhr stattgefunden. Ihr braucht natürlich ein bisschen Zeit dahin, aber trotzdem
377610	381410	also so, ihr habt sicherlich gute zwei Stunden Spielraum noch.
382470	385630	Wenn ihr wollt, dass der bis dahin wieder wach ist, dann
