start	end	text
58220	66210	Ja, genau, aber wir haben uns dann für die Rückfahrt doch wieder getroffen, oder?
68940	151760	Genau, ja. Also Ghalrixtho, ich kann es ja eben zusammenfassen, Ghalrixthos Vorschlag ist, wir nehmen den Störsender mit und platzieren den, wir gucken, dass wir irgendwie eine Stunde vorher da sind, um das alles aufzubauen und vorzubereiten, auch wenn die irgendwie selber frühzeitig da sein sollten.
151760	170300	Den Stellsender nehmen wir mit, damit die keine Hilfe funken können, falls irgendwas, falls es zu Problemen kommt. Und wir haben ja noch ein paar Granaten, Blendgranaten, habe ich zumindest, hat der Ghalrixtho zumindest noch. Ich weiß nicht, was die anderen noch haben.
170300	184900	die könnten wir von Vanira vielleicht modifizieren lassen, dass es dann Fernzünder für gibt, dass wir die entsprechend um diesen Freiraum, der bei der Common Ground ist, platzieren können, dass der gut abgedeckt ist.
186160	197860	Und dann, wenn es halt irgendwie Probleme gibt, dass wir die dann zünden können aus der Ferne und einen Vorteil haben.
197860	271070	Ja, den werden wir danach dann eben erst einstellen.
279880	287400	Genau. Also ich habe noch vier Flashgranaten in meinem Inventar stehen.
304140	314220	Genau. Achso, und dann wäre mein Vorschlag noch, dass G4-X mitkommt und Darufel trägt, weil der pennt ja wahrscheinlich noch mit seinem Schlafmittel.
314220	320660	und dann würde Ghalrixtho, ich würde mir eine erhobene Position suchen,
320800	324400	von der aus ich dann per Fernkampf eingreifen kann
324400	328040	und Komaru und Ganden würden die Übergabe machen.
396700	505220	Ich meine, zu diesem Common Ground, da kommen wir mit dem Speeder hin, ne?
506800	530420	Ja, also dann würde ich den Speeder da auch mit zu dem Common Ground nehmen
530420	534340	und da direkt, da waren ja irgendwie so Frachtcontainer,
534340	535460	wo wir den verstecken können.
537500	634500	Hier, ich sehe nichts.
635040	635500	Es ist dunkel.
636180	636960	Ich habe meine Augen zu.
952940	954260	Da, da und da.
956340	956540	Also,
956860	957560	ich weiß nicht,
958260	960540	wenn das vom Platz her passt,
961560	963460	ist es so,
963540	965060	dass es irgendwie eine Zufahrt gibt
965060	966960	auf diesen Platz und dann sind da die
966960	969140	Schrottberge drumherum und die Common Ground?
969780	971360	Oder gibt es da mehrere Zugänge?
1057360	1124960	Also, wenn...
1124960	1127760	Und nehmen die zwei, die wir behalten, aus dem Fernzünder raus.
1190940	1208030	Also genau, ich auch nicht.
1217420	1220680	Also genau, ich würde jetzt, gibt es da irgendwie auch die Möglichkeit,
1220680	1226720	auf dieses Skelett drauf zu klettern?
1227380	1230400	Irgendwie ist da noch so viel von übrig,
1230480	1232700	dass man sich da irgendwo drauf hinlegen kann oder so,
1232800	1237380	mit gutem Ausblick auf diesen Zufahrtsweg?
1239810	1239930	Ja.
1246540	1246740	Okay.
1248020	1259940	Genau, dann würde ich da hochklettern und gucken, ob ich irgendwas finde, wo ich ein bisschen Deckung hinter habe, sodass ich da auf die Zufahrtsstraße achten kann.
1342550	1346130	Ghalrixtho ist oben auf dem Schiff für Fernkampf.
1431440	1440160	Den Störsender, den würde ich gerne G4-X geben, dass der den auf unser Kommando hin aktiviert.
1453570	1770520	Ja, 21. Sehr schön. Also wenn ich die sehe, dann funke ich über den Comlink-Sichtung. Zwei Fahrzeuge nähern sich.
2134140	2361960	Ja, weil was sehe ich denn von oben? Die sind jetzt aus einem Fahrzeug rausgekommen, ja? Und da ist ja auch noch ein zweites Fahrzeug. Sehe ich da irgendwie, wer da drin sitzt?
2363540	4287220	Ich auch.
4287660	4311880	15.
4584940	4585460	Corsair.
4877750	4878230	Stealth.
4878610	4881910	21.
4881910	5064500	Liegt da irgendwo Schrott rum? Da liegt ja bestimmt ein Schrottteilchen rum. Ich kippe das mit dem Finger, dass es runterfällt. Ich funke über den Comlink gut gelöst und kletter dann runter.
