start	end	text
2930	343380	Genau. Ich auch. Habe ich auch. Ja. Jetzt etwas vorher sogar, sodass wir genau eine Stunde vorher daten. So machen wir es. Und ja, wie sollen wir uns positionieren? Sollen wir das vorher noch besprechen oder möchtest du vorher spielen?
343380	399250	Ja, ich würde sagen, wir lassen ihn etwas mehr betäubt, sonst haben wir noch einen zusätzlichen Unsicherheitsfaktor und in dem müssen wir uns dann schon keine Gedanken machen.
399250	431140	Aber ich würde G4-X dann bei dem Speeder positionieren, sodass er quasi schon laufen lassen kann, sodass wir dann abhauen können damit.
432020	442580	Und ich weiß nicht, ich denke aber, unser Chiss sollte die Übergabe machen und ich würde mich eher zurückhalten, aber in der Nähe sein.
442580	452540	Komaru, du kannst ja vielleicht sogar irgendeinen Unterschlupf finden oder dich ganz außer Sichtweite halten.
452540	486140	Okay. Dann ist es sehr gut, wenn sich beim Speeder der G4-X aufhält und somit dort im Hinterhalt und wir stehen einfach bei dem am Boden liegenden Daru-Fellow-Wahnen auf die andere.
486140	1111600	Genau. Ja. Und dann haben wir da Dinge, die da auf uns zufliegen oder warmen. Ich würde die anderen zwei behalten und dann durch Wurf oder so einsetzen. Das heißt, wenn wir nämlich schnell weg müssen, ist es möglicherweise besser, während der Fahrt auch noch Munition zu haben.
1111600	1206250	Ja, dann sollen Sie sich anschleichen. Wir haben ja hier eine Übergabe, Geiselübergabe durchzuführen und wir sind hier positioniert. Wir warten einfach jetzt auf die, oder? Also ich habe keine dabei.
1206250	1289010	Darf ich als Vorbereitung einen Ort suchen, an dem es sehr dunkel ist, das heißt also, wo ich mit zwei, drei Schritten hin kann, entweder zwischen irgendwelchen Containern oder unter einem, wie soll ich sagen, irgendeinem schrägen Anteil der Wandung, irgendetwas mit einem tiefen Schatten.
1289010	1295050	und ich würde mich so positionieren, dass ich an dieser Stelle schnell hinkomme
1295050	1300130	und ich sage euch beiden, dort werde ich mich verstecken, falls es hart aufhören kommt.
