start	end	text
2260	39230	Ich schreibe das hier. Ich hoffe, dass ihr Spieler seid, sodass ich euch dann auch die Sachen zeigen kann. Genau, wir haben uns aus Opportunitätsgründen dazu entschieden, dass Dr. Rath mit der Captain Nero wieder zurück zu Brill gegangen ist und im Zuge dessen Komaru zu euch geschickt hat, bevor ihr durch die Tür schreitet.
39230	66910	Also ihr steht in diesem Tempel. Ich versuche den Tempel euch nochmal ganz kurz zu zeigen.
67450	93250	Hallo, wo bist du denn? Ja, hier oben. Also ihr seid den Tempel hochgestiegen durch den Eingang in den Altarraum. Dort haben sich die Fallen befunden und jetzt seid ihr rechter Hand den Spuren nach durch die Tür durch.
94450	114390	Karl Rixdorff hat gefunden, wie man die Tür öffnet. Und Kellum hatte erst einen Fehlversuch, um die Tür zu öffnen. Er ist gestorben, weil er nämlich in eine Giftnadel gepasst hat, in das Gift der Rixsaarpflanze.
114390	123550	Das ist eine fleischfressende Pflanze, die das Fleisch zersetzt, um es dann verdauen zu können.
124050	129970	Und es wurde aufgehalten durch eine schnelle Handlung durch Dr. Rath.
138690	139570	So ist es.
141170	151430	Also ihr habt den Tausch vorgenommen, bevor ihr tiefer heruntersteigt oder an dieser Treppe folgt, hat Kellum sich auch noch etwas ausgeruht.
151430	176750	Also ich gehe davon aus, dass ihr so eine Art kurze Rast hinter euch gebracht habt und jetzt kann es weitergehen. Was tut ihr also? Ihr steht vor dieser schwarzen Öffnung, es ist in den Boden die Steintür nach unten gefahren und wenn ihr dort nach unten leuchtet, seht ihr den Basaltsteinstufen nach unten.
176750	394810	Ich möchte sagen, die wissen einiges. Es ist nicht ganz klar gewesen, wie viele Personen das sind. Das habe ich auch nicht durchgegeben. Aber es sind mehr als eine, aber auch 20 oder irgend so was. Aber es sind schwere Stiefel, genormte Absätze.
394810	431000	Deshalb ist es so schwer zu erkennen, ob es ein oder mehrere Personen sind, weil das sind ja nicht Füße, sondern das sind Stiefel. So ein Steinboden, der halt ein bisschen so diesen Schlicker und diese Nässe hat. Und es ist nicht mehr ganz so gut dort oben, wie es war, weil ihr eine Mine habt explodieren lassen, die auch die ganze Anlage ordentlich durchgeschüttelt hat und euch in den Ohren gegängelt hat, dieses Geräusch.
431240	504100	Ja, ich bitte euch alle auf einen Wahrnehmungswurf, einfach, dass ich schon mal Bescheid weiß, was ihr so wahrnehmt. Ja, okay, also ihr geht langsam aber sicher diese Treppen um. Wie leicht leuchtest du das aus? Also vertraust du eher auf deine ganzen Augen oder leuchtest du es eher stärker aus?
504100	531760	Richtig, es ist ja sehr geschickt gemacht, dass durch so eine Art eingelassene Fugen, die in den Basaltstein eingeschnitten wurden, sieht sowieso aus, als hätte man einfach in den Mutterfelsen diesen Tempel eingeschnitten, über irgendeine Lasertechnologie oder so.
531760	557640	Also da ist nichts aufgemauert oder dergleichen, sondern das ist einfach aus dem anstehenden Material herausgeschnitten und dann hat man ja diese vertikalen und horizontalen Linien mit einem Prismenmaterial gefüllt, welches wie Glasprismen das Licht von IEGO, dieses rote Licht, bis tief nach unten hier in die Kammer wirft.
557640	573300	Das ist also ein reines Lichtspiel. Es ist ja kein Sonnendicht, sondern durch dieses rote Plasma Imikos wird konstant dieser Tempel erweicht. Aber in diesem Gang nach unten gibt es keine solchen Lichtspuren mehr.
573300	592070	Es ist ein komplett rechteckig, ihr seht ja nach oben ganz leicht verjüngend in den Fels gehauener Gang, drei Meter hoch, aber sehr, sehr schmal, nur 80 Zentimeter nach unten.
592070	613550	Die Stufen sind relativ hoch und ihr seid einige Zeit unterwegs und das ganze Ding hat eine geringe Kurve, aber geht so lange nach unten, dass Komaru du das Gefühl hast, dass ihr euch zu mild ist.
613550	624410	um 90, wenn nicht sogar fast 180 Grad jetzt bewegt hat. Also das ganze Ding geht nach und nach nach unten in einer Kurve.
625790	635330	Und nach einiger Zeit zeichnet sich rechter Hand ein Absatz ab, aber diese Kurve geht weiter nach unten.
635330	646960	An diesem Absatz rechte Hand eine Tür, eine steinerne Tür und ein Bedienpanel an der Seite.
