start	end	text
6100	136350	Oh ja, richtig. Wichtig, wichtig. Ja, da geht gleich alles besser. Und Komaru hat auch, sobald ihr zur Tür raus wart, hat das schon bereut, weil sie dachte, das wird langweilig. Also deswegen, alles gut. Siehst du, dann hat er da jetzt seinen Zweck erfüllt für heute und das kann jetzt auch gehen.
136350	230070	warte mal, Kellum, du fühlst dir Sachen, richtig? Du kannst dir irgendwie Dinge spüren. Stimmt das? Kannst du hier Dinge finden?
249440	258260	Von dem, was ich mir vorhin erzählt habe, das war so, als wenn du hier etwas Bestimmtes gesucht hättest, was in dieser Nische war.
258260	262240	könntest du das aufspüren?
264910	266830	Irgendwas hat dich ja hierher gezogen.
304030	307770	Du kannst es nicht wie ein Spürhund einer Spur nachgehen
307770	309410	und einem Weg folgen.
333010	338170	Gut, dann müssen wir erst mal den Spuren suchen,
338310	339530	die ihr vorhin schon gefunden habt.
339650	341610	Vielleicht lässt sich ja noch etwas mehr erkennen.
351320	353020	Das Gute ist ja hier der ganze Bereich,
353020	356300	das ist ja nicht so, dass hier dauernd viele Leute rummarschieren.
356300	371280	Das heißt, jetzt werde ich noch mal ganz genau schauen, ob irgendwelche Spuren hinterlassen sind, denen man folgen kann. Wenn ich mich recht erinnere, waren das zwei Personen, von denen man die Stiefel gesehen hat, oder? Oder sagen wir mal die Schuhabdrücke.
371280	391300	Okay, ich würde, naja, 20, die hinterlassen nicht nur die Spur.
405040	407300	Genau, wobei die unterschiedlich abgelaufen sind.
407580	411800	Also das wissen die anderen zwar nicht, aber das kann man ja lesen, ob das dasselbe ist oder nicht.
412080	424070	Aber naja, ja, eben.
430480	433260	Deswegen braucht man da oben auch gar nicht mehr nach Spuren schauen.
433420	438680	Aber wenn die jetzt da reingehen, jetzt haben sie ja schon mit viel Mühe die Türen gelüftet, geöffnet,
438680	442660	werde ich auf jeden Fall super genau schauen, ob irgendwas am Boden ist.
443160	446900	Das heißt, wir machen so, ich werde in tiefer Gangart vorne weglaufen
446900	453940	und mich aber auf den Boden konzentrieren und die beiden anderen direkt hinter mir sollen nach vorne gucken.
486720	486960	Oje.
494640	498120	Ja, ich gucke ja nach unten, also deswegen macht es schon Sinn.
505360	508940	Nee, da braucht man schon Licht. Also solche Sachen, die findet man ohne Licht nicht.
508940	665920	Bevor wir da jetzt irgendwas machen, werde ich hier erstmal super sorgfältig schauen, ob irgendwo Spuren hinterlassen sind. Entweder am Boden, vor dem Paneel oder auf dem Paneel.
753160	765800	Ja, da kann man noch so weit unter der Erde sein. Und es wurde bedient, das Gerät?
766200	904250	Aber das ist dann weggerissen, oder? Also wenn da was drin war, die haben, oder? Also ist noch was drin?
904250	967190	Ah, okay. Und was ist das hier? Ein Tempel, ein Krankenhaus, ein Schlafsaal, ein Bordell. Was soll das sein?
977790	1183380	Ja, ich glaube auch. Na klar. Dann ist es wenigstens keine frische Falle. Das ist gut, wenigstens unkonsistent.
1540060	1544420	Warum liegt das so separiert drin? Ist das der wichtigste Teil von so einem Lichtschwert?
1544420	1700640	oder warum ist aber kannst du erklären warum das hier so separiert liegt gut das bestätigt
1700640	1708860	na ja nicht ganz und würdest du sagen das ist ein lichtschwert wie es die
1708860	1911080	die die und wie sie es verwendet haben verstehe sehr gut gut dann kirsch weiter schauen ja frisch
1911080	1921260	das heißt jemand von den lexern leuten hat eine falle entdeckt anscheinend diesmal aber keine
1921260	2044680	Nadel falle, so wie es sich anlässt. Deswegen riecht es auch so stark nach Blut. Also ganz
2044680	2050320	offenkundig empfiehlt es sich hier sehr stark auch nach Fallen zu schauen, was nicht ganz einfach ist,
2050320	2055820	aber wenn wir das so machen, dass einer den Boden im Blick behält, einer die Wände und einer auch
2055820	2060220	nach oben schaut, dann haben wir da zumindest eine gewisse Absicherung. Das ist schon mal nicht ganz
2060220	2077840	schlecht naja erst mal von da wo wir stehen schauen ob es noch ein auslöser gibt weil
2077840	2085400	bloß weil die falle einmal ausgelöst das heißt es nicht dass sie nicht noch mal geht ja deswegen
2085400	2188630	super und das ist ein quasi ein druck platten auslöser okay das ist aber gut weil dann kann
2188630	2235290	wir da wahrscheinlich drüber gehen. Ich werde dann schauen, dass ich ein Gewicht auf die
2235290	2252800	übernächste Treppenstufe noch werfe. Gut, dann ist die sicher. Genau, ja, eben. Aber ich verlasse mich
2252800	2286040	lieber auf mein eigenes Zeug, nicht auf das von anderen Leuten. Man weiß ja nicht. Das ist wieder so eine hohe, schmale Tür.
2286040	2359180	also wenn ich mir die türen hier so anschaut dann bin ich mir relativ sicher dass das hier
2359180	2368570	von kamino an angebaut wurde das mit dem stiefel ist komisch wer verliert dann einfach so den
2368570	2535300	stiefel und lässt ihn dann auch noch ja genau ja sollte man genau auf den blitzschlag also
2535300	2612270	im moment gibt es hier müssen wir aufpassen für mich sieht das aus als wenn sie von einer schweren
2612270	2617590	entladen getroffen worden werden quasi ein blitzschlag deswegen liegt der stiefel auch
2617590	2626310	hier in der gegend separat schwierig wenn das über einen installierten bewegungsmelder passiert ist
2626310	2760140	ja das ist vielleicht gar nicht so schlecht ja müssen wir zu zweit so dass es sich eine falle
2760140	2780540	so wie du sie vielleicht kennst keller gegeneinander aufgebracht ja machen wir jetzt
2780540	2812470	langsam mal ne bringt uns nicht weiter und da keine falle offenbar da ist ja und wenn es den
2812470	3034010	schluss kommt ja das müssen wir jetzt erst mal tragen und das ist jetzt hier drin und etwas hat
3034010	3049070	die granaten ausgelöst das könnte eine falle gewesen egal wer weiß was diese falle gemacht
3049070	3050550	Gefällt mir nicht so wirklich.
3101160	3101360	Genau.
3102480	3104240	Erst nach Fallen, dann nach Öffnen.
3166800	3168440	Wir sollten einen Druiden mitnehmen
3168440	3169240	für solche Sachen.
3171730	3173770	Nochmal kurz, ist das eine Klinke, die man
3173770	3175630	betätigen muss? Oder wie genau ist
3175630	3175790	die?
3176330	3181900	Den muss man dann
3181900	3182860	halt irgendwie packen.
3187740	3188880	Ich nehme
3188880	3190760	die Werkzeugtasche,
3191060	3193020	nehme eine Zange raus,
3193520	3195040	stelle mich seitlich an die Tür
3195040	3196740	und werde damit
3196740	3226220	das Ding drauf drehen. Super.
3404410	3405770	Elom, sagt dir das was?
3489980	3490340	Jetzt was?
3545300	3545820	Super.
3656980	3657380	Witzig.
3680240	3681600	Ja, nehmen wir mit.
3721980	3722500	Maschine.
3743060	3744940	Also es ist ein bisschen sperrig
