start	end	text
192400	194400	Kommaru gehst du vor oder soll ich?
194400	461650	Also Ghalrixtho wird folgen mit dem Heavy Blaster, Heavy Pistol im Anschlag.
461650	479620	Perception, ja.
479620	513160	12. Also da ist ja auch jetzt stockdunkel, ne? Hattest du letztes Mal gesagt.
513160	854430	Ich hab's nicht ganz mitbekommen. Was für ein Ding ist das?
854430	914290	Ein restlicher Raum aber mit dem Tisch und so ist leer. Oder in diesen Nischen ist da irgendwas drin?
914290	918700	Also so große Nischen sind das, dass man da drin schlafen kann.
918700	928820	Okay.
928820	976990	Ich würde sagen, wir durchsuchen den Raum, ob es noch was spannendes gibt und dann schauen wir weiter unten.
1009160	1010140	Ich höre nichts.
1042460	1045340	Also wirkt das irgendwie so, als ob das da einer hingeworfen hat.
1054280	1058260	Bevor ich da hingehe, gucke ich mich erst weiter um. Ich zeige da so drauf.
1059980	1061720	Wir haben ja jetzt schon ein paar Fallen gesehen.
1062720	1063980	Da bin ich eher ein bisschen vorsichtiger.
1063980	1115750	also hier scheint jemand diese Kiste untersucht zu haben
1115750	1117730	und dabei ist ihm vielleicht das Magazin
1117730	1119590	aus der Tasche gerutscht
1119590	1123410	ich würde mir die dann auch angucken
1123410	1125510	ob es da irgendwie einen Öffnungsmechanismus gibt
1125510	1127770	bevor ich irgendwas anfasse
1127770	1129210	würde ich vielleicht eher mit dem Dolch gegen
1129210	1157110	drücken und da kann man
1157110	1158950	draufdrücken oder kann man da was reinstecken
1158950	1160750	ja dann
1160750	1162030	drücke ich da mal drauf
1162030	1165130	mit dem Dolch
1165130	1182920	noch eine Giftfalle
1182920	1246160	Ich kann das identifizieren, was das ist, ohne das, also vom Draufgucken.
1300740	1303300	Also kann ich nicht irgendwie zuordnen, was das sein könnte.
1314320	1319860	Also hier ist irgendwie noch ein, irgendetwas drin von den, wofür sind das?
1319980	1321200	7 hast du gesagt, oder was?
1351900	1362180	Aber ist da nur dieses eine Teil noch drin und die anderen Sachen sind leer?
1364020	1365440	Okay, ich nehme das mal da raus.
1367300	1369440	Und dann zeige ich das.
1379410	1415070	Also OT würde ich vermuten, das hat vielleicht mit dem Lichtschwert zu tun, aber das weiß Galrixo sicherlich nicht, deswegen zeigt er das jetzt Caelum und Komaro. Habt ihr eine Ahnung, was das ist?
1447820	1518910	Galrixo reicht es dem. Es ist von der dunklen Seite der Macht. Gut, verstaunen wir es mal. Galrixo zeigt auf die Kiste. Vorsicht, da war auch eine Giftpalle dran.
1527300	1801180	anderen teile fehlen in der kiste interessant regal steckt das wie gesagt ein und dann dann
1801180	1829740	lasst uns sehen dass wir weiterkommen denke ich ja das nämlich auch mit wir sonst in dem raum noch
1829740	1874520	was oder also wer immer hier vor uns gesucht hat ich glaube nicht dass er die box gefunden hat wie
1874520	1987640	gesagt ich denke wir sollten weitergehen kumaro gehst du wieder vor das haben sie hast du noch
1987640	1988740	auch gesagt, mit großer Wucht
1988740	2013370	sieht man an den Wänden irgendwelche
2013370	2014170	Blitze oder so.
2087210	2089070	Ich würde irgendwie vielleicht gucken, ob man
2089070	2091150	an ein Körperteil von der
2091150	2093410	von dem drankommt
2093410	2094910	und dann die Stufen
2094910	2097270	abdrücken kann und natürlich
2097270	2099090	dann unter der
2099090	2100890	Linie bleibt.
2213080	2214660	Was hast du gesagt? Wie viele laufen
2214660	2216220	da unten? Drei.
2285010	2285530	So wieder ein
2285530	2292980	ich habe es nicht ganz genau verstanden, da sind wieder so
2292980	2312150	eine Porte. Aber das ist keine Abzweigung, sondern der
2312150	2328950	Weg geradeaus. Und wir können immer noch sehen, wohin
2328950	2329830	die Fußspuren führen.
2351430	2394310	Gehen wir weiter. Vorsichtig. Für den Moment habe ich
2394310	2409900	an Aschenputtel gedacht. Ja, okay, also ich meine,
2410780	2415140	wir müssen jetzt hier nicht ewig rummachen. Ich würde gucken, wo die Fußspuren hinführen,
2415340	2419100	dass wir jetzt nicht irgendwie hinter den Rücken leuchten. Und wenn man da
2419100	2423180	jetzt nicht sieht, gucken, wo nach Fallen suchen, wo hier die
2423180	2502160	Auslöser sind. Was war mit dem Stiefel?
2502580	2504980	Dabei haben wir nichts weiter Dazugehöriges gefunden.
2513720	2517760	Und wie hoch ist die Entfernung dazwischen?
2521460	2537640	Also habe ich das jetzt richtig verstanden? Wir schauen von dieser
2537640	2541700	Pforte in diesen Raum rein und sehen vor uns
2541700	2544960	den Stiefel und ein bisschen weiter in der Mitte diese beiden am Boden liegen.
2544960	2550450	Was sehen wir sonst so in dem Raum?
2569960	2570440	Also man kann
2570440	2575430	an der Decke nichts, irgendwas erkennen
2575430	2578880	und sonst irgendwelche
2578880	2581100	Öffnungen an den
2581100	2633550	Wänden oder so, den könnten
2633550	2634690	wir ja versuchen auszulösen
