start	end	text
4370	187550	Hallo Knut. Oh ja, guter Punkt. Ich bin nämlich glaube ich noch als... Oh, sehr gut. Also das finde ich einen guten Tausch. Einen imperialen Captain und einen Doktor tauschen gegen einen Komaru, das ist ein guter Deal, finde ich, für uns. Ich habe auch was gefunden, ja. Kaelum atmet vor allem im Moment noch durch. Das Gift wurde ja zwar gestoppt, aber es hat ihn ja trotzdem ordentlich.
209730	212510	Aber nicht spezifisch.
213510	215550	Ich glaube, ich konnte es nicht so richtig zuordnen.
216050	220070	Also da war ein Gefühl, aber nichts Aktives.
222590	224610	Andreas, korrigiere mich bitte, wenn ich es falsch sage.
234590	237530	Es ist nichts Greifbares für mich, zumindest nicht im Moment.
239070	243810	Ich fühle eine Präsenz, ja, aber nicht etwas oder jemanden Bestimmtes.
243810	274110	und es war das gefühlte Eingebung, die Vision, jemanden hier gesehen zu haben.
274110	280330	Und dort oben, ich zeige nochmal an die Stelle, dort muss etwas gewesen sein.
284650	288010	Du hattest uns noch nicht davon berichtet, oder?
288090	290750	Oder doch beim letzten Mal? Noch nicht, genau.
291170	297920	Also ich kann nur sagen, dort muss etwas gewesen sein, aber ich kann es nicht festmachen.
297920	321870	Ich glaube nicht. Wenn ich in der Nähe bin, dann bin ich mir sicher, dass ich es spüre.
322110	326470	Aber es ist kein Pfad, es ist nichts, was ich kontrollieren kann.
482760	485100	Ganz schlecht. Ich bin mit anderen Dingen beschäftigt.
791970	797510	Wenn du sagst alt, hat man irgendeinen Eindruck, wovon wir hier reden?
797710	800950	Also 20 Jahre alt oder 200 Jahre?
986510	987230	Unbedingt, ja.
1002310	1003610	Ja, holy moly, ey.
1003610	1007410	Nein, alles ruhig.
1417140	1421050	Ja, ich gucke im Meter.
1426470	1428350	Ja, ich schaue mir das an.
1430010	1431490	Calum will direkt danach fassen.
1432450	1433390	Konzentriert sich dann wieder.
1433470	1440250	Er denkt sofort wieder an Komaru und Komaros Gerät, das er ihm gegeben hat.
1440710	1442410	Das heißt, er versucht sich nochmal zu konzentrieren.
1443910	1445570	Darf ich das einmal in die Hand nehmen?
1449380	1450340	Schau mir das an.
1451400	1455060	Du merkst sofort, er weiß, was das ist.
1456080	1456560	Kopfschmerzen?
1457340	1461840	Ich gebe es sofort wieder zurück.
1463780	1469440	Das ist ein Emitter.
1470560	1473780	Ein Emitter eines Lichtschwerts.
1476350	1477710	Man spürt noch die Macht darin.
1478930	1480590	Ich spüre noch die Macht darin.
1480590	1483000	Es ist gefährlich.
1494670	1496130	Ich spüre Schmerzen.
1496590	1502080	Aber wir sollten nicht vorschnell urteilen.
