start	end	text
20820	311280	Danke fürs Zusehen und bis zum nächsten Mal.
311300	311980	Menschen aus.
316540	317200	Ja genau,
317320	319540	ich habe 1991 auf jeden Fall
319540	320400	noch nicht angefangen
320400	323280	Pen & Paper zu spielen,
323380	324800	da war ich nämlich gerade ein Jahr alt.
326160	327480	Allerdings habe ich auch mit dem
327480	328620	schwarzen Auge angefangen,
329760	331500	so 2000 rum
331500	331960	vielleicht.
334040	334780	Und dann
334780	337160	viel schwarzes Auge gespielt und dann irgendwie
337160	338840	Shadowrun, Vampire und so.
339540	341040	Und dann relativ lange nicht mehr, weil
341040	355120	irgendwie sich nicht so ergeben hat und genau dann jetzt über Benni und die Runde hier jetzt, das ist tatsächlich für mich das erste Mal, dass ich das mit D&D-Regeln spiele, aber genau, das hat ganz gut geklappt bisher.
355120	358580	ansonsten, ich habe IT-Sicherheit
358580	360760	studiert, Bachelor, Master
360760	362840	und in der Promotion symmetrische
362840	364740	Kryptografie gemacht, also sehr
364740	366280	technisch
366280	368520	unterwegs und bin jetzt bei Bosch,
368600	370620	was man hier in Stuttgart so macht als technischer
370620	372460	Mensch und
372460	374440	mache Sicherheitskonzepte für
374440	376360	Steuergeräte im Auto und
376360	384540	genau, ist nicht
384540	386260	so schlimm. Es geht auch ohne
386260	386760	Promotion.
388480	574110	Was hast du für Fechten gemacht?
574110	1152910	ich habe auch klassisches fechten gemacht als ich noch als sportfechten oder wir sind gerade
1152910	1179010	gelandet also aber die wir befinden uns nicht mehr im fall oder ist also mein vorstand wäre
1179010	1195460	erst mal herauszukommen das müsste ich ja wissen ob wir auf jego atmen können wenn ich da wenn ich
1195460	1297280	den Planeten schon kenne. Also Nature gibt's, da kann ich drauf. Auf meinem Koblik oder wo seh ich das? Oder an der Rettungskapsel. Also wir können ja auf jeden Fall in der Atmosphäre überleben ohne weitere Maßnahmen und ich zeige darauf, die Turbid ist auch nicht so weit entfernt von uns abgestürzt. Ich würde gerne gucken, ob wir da drankommen.
1297280	1306200	Wie war das? Ich lege da irgendwie oben drauf
1306200	1307740	Ich versuche irgendwie mich so
1307740	1309800	zur Seite zu
1309800	1337880	Gags
1337880	1464400	in der Cherbert bestimmt
1464400	1990290	Du hattest, Andreas, du hattest letztes Mal gesagt
1990290	1991810	dass Garrixo das mitgekriegt hat
1991810	1993490	dass Garrixo das in Nachrichten auch geschickt hat
1993490	1996250	Also habe ich den Inhalt so wie du ihn gerade vorgelesen hast
1996250	1997390	auch gesehen oder?
1998230	1999350	Okay, alles klar
1999350	3941140	Sagst du, nein, nein
3941140	3943580	Die ist dann wieder los
3943580	3945040	und mit uns abgestürzt
3945040	3946360	bevor wir uns abgesprengt haben
3946360	4072690	Was sind denn
4072690	4073910	Ganten und
4073910	4077790	Dr. Sesh sind mit rausgepurzelt?
4078010	4079410	Oder wo sind die?
4173590	4174850	Also Galrixo ist
4174850	4177030	extrem angewidert von dieser
4177030	4178090	Atmosphäre.
4179250	4181030	Versucht sich das aber nicht anmerken zu lassen.
4183010	4184970	Gex, Kumaro, könnt ihr euch
4184970	4186430	vielleicht um Dr. Sesh kümmern?
4186830	4188710	Ich schaue mal, ob ich irgendwie die
4188710	4191130	Elektronik von dieser Rettungskapsel
4191130	4192450	ans Laufen bringe.
4193450	4193930	Und dann
4193930	4197010	kletter ich rein und gucke
4197010	4199230	erstmal die Kisten durch,
4199350	4201270	was da an Ausrüstung
4201270	4201710	drin ist.
4204270	4209720	Und würde dann
4209720	4211240	mich
4211240	4213420	danach dann mit den Bedienungseinheiten
4213420	4214920	da von der Rettungskapazität
4214920	4215680	auseinandersetzen.
4215680	4217780	Die hat ja sicherlich
4217780	4218580	auch irgendwie einen Schaden
4218580	4221400	gehabt. Gucken wir mal, ob ich da irgendwie
4221400	4223440	einen Check
4223440	4225660	durchlaufen lassen kann, was funktioniert, was nicht mehr
4225660	4227000	funktioniert und ich
4227000	4229960	würde irgendwie versuchen, eine Kommunikation
4229960	4231720	herzustellen mit der Turbid
4231720	4233660	oder generell mit irgendjemand anders auf dem
4233660	4234120	Planeten.
4236120	4283720	Haben die eine Kühleinheit?
4303800	4315460	Also
4315460	4317400	wenn da einer, was für eine Größe haben die, passen
4317400	4327950	die mir? Passt mir
4327950	4328630	wahrscheinlich, oder?
4329730	4331510	Ich bin so 1,90 groß.
4334150	4335570	Dann würde ich den mal anziehen
4335570	4336530	und
4336530	4338730	Keyloven
4338730	4341050	zeigen, falls
4341050	4344980	du den haben möchtest.
4347400	4579640	Ja, also
4579640	4629680	ich will erstmal, wir müssen halt irgendwie,
4630140	4631540	das sieht ja auf den ersten Blick nicht so aus,
4631540	4633360	ob wir da so einfach wegkommen, gerade wenn wir
4633360	4635480	zwei bewusstlose Personen transportieren müssen,
4635640	4637060	die kurz vorm
4637060	4638140	Exitus stehen.
4639440	4641240	Das heißt, mein erstes Ziel wäre,
4641560	4643220	eine Kommunikation herzustellen,
4643800	4644720	wenn die Terminator unten,
4645200	4646640	hast du gesagt, dass die blinkt?
4646660	4648660	oder sieht man da irgendwelche...
4650020	4837920	Aber Säcke oder Rucksäcke gibt es in der Turbot sicherlich auch.
5018920	5537440	Also wir haben auch unsere Trommlings.
5609900	5610700	Ja, habe ich.
5610860	5613180	Also ich habe erst mal die Rettungskapsel mir angeguckt,
5613260	5614680	was da an Systemen noch läuft.
5614860	5616900	Und dann habe ich irgendwie versucht,
5617300	5619680	dass die Antenne da abgebrochen ist,
5619700	5620420	habe ich ja schon gesehen.
5621520	5624940	Ich würde da irgendwie so einen Diagnosejob mal laufen lassen.
5625040	5629360	ob da noch irgendwas anderes nicht funktioniert aber dann würde ich eben versuchen mit dem
5629360	5636140	werkzeug was sie da haben deswegen wie provisorisch zu reparieren dass sie dass man ein signal kriegt
5636140	5718420	und 13 ich irgendwie ich habe meinen kommen blinkt dabei kann ich das irgendwie verbinden
5718420	5724120	dass er über meinen comlink die rettungs also die rettungskarte die hat er sicherlich irgendwie
