start	end	text
0	14940	Hallo, Craig. Und Craig wird uns aufzeichnen und dann in, also meine Spielrunden scheinen komplizierter zu sein.
14940	407540	mal schauen, wie es dieses Mal wird. Einer von uns ist Medizin. Dafür hast du den coolsten Nachnamen, muss man einfach sagen. Dafür hast du den coolsten Nachnamen als Adeligen.
455700	508530	Genau. Jetzt muss ich noch eine Sache fragen, und zwar, wie geht es deiner Mutter? Ja, dann kann man ihr nur gute Besserungen wünschen. Also die Eltern von Marco sind ja Urgesteine der Mittelalterarchäologie.
508530	640050	Ich weiß es nicht, aber so ist es. Sehr schön. Also vielen Dank für die Vorstellungsrunde. Dann gehen wir mal in Medias Res, um Zeit zu nutzen.
640050	650710	Ich weiß, nach so langer Zeit ist es sehr schwer, wieder zu dem Punkt zu finden, an dem wir uns tatsächlich befunden haben.
650710	675910	Und es ist auch so, dass Amok Rath gerade noch in Ruhe in seinem Schiff auf der Brücke sitzt und vor sich hin fliegt.
675910	695250	Das heißt also, dich betrifft das alles nicht. Aber während du es ganz ruhig hast auf deinem Weg zurück aus dem Outer Rim, hattet ihr es überhaupt nicht ruhig. Ihr seid nämlich mit eurem Schiff abgestürzt und zwar mitten auf dem Flieger IEGO.
695250	716710	Und falls ihr euch noch erinnern könnt, IEGO hat keine Sonne. Das IEGO-System hat keine Sonne, sondern es befindet sich in einer stark aufgeladenen Wolke. Und die Wolke ist dermaßen strahlend, dass sie die Sonnenstrahlung ersetzt.
716710	733760	Aber dadurch, dass es keine Sonne gibt, ist es so, dass die Planeten auch nicht so stark konsolidiert sind um eine Sonne herum, sondern es gibt ganz, ganz viele Monde.
734480	739380	Das IEGO-System wird deshalb auch als das System der 1000 Monde bezeichnet.
739380	745870	und ausgerechnet dort seid ihr aus der Hyperraumroute geworfen worden,
746530	748930	seid mitten in eine Raumschlacht geraten,
749510	752070	habt dort euch für eine Seite entschieden.
753650	758350	Insbesondere Kellum hat auf die Brücke der Titanen,
758350	762650	des großen Schlachtkreuzers, der imperialen Geschossen,
763630	767030	der andere Kreuzer, den ihr gesehen habt,
767350	770850	das war, oder eigentlich sogar mehr als ein Kreuzer,
770850	785470	Also Regatten, genau. Das ist die Obsidian Arrow gewesen. Die Obsidian Arrow war ein Schiff der Black Sun.
785470	808210	Diese beiden riesigen Kreuzer befanden sich in einer Raumschlacht, typisch mit einzelnen Geschwadern von kleineren Bombern und ihren Schutzgeschwadern, die aufeinander losgegangen sind.
808210	825230	Und da ist viel aufgetreten, welches wir aber dann nach und nach wieder hervorholen werden, wenn es dazu kommt. Ihr seid abgestürzt am Ende auf Iego. Iego hat eine basaltene Oberfläche.
825230	839410	Das heißt, dieser Planet ist nicht abgerundet an seiner Oberfläche, sondern enorm tiefe Felsspalten gibt es, enorm tief eingeschnittenen Lava-Flüsse.
839410	868330	Das ist also eine Art jüngerer Planet, nicht so alt wie Coruscant oder Tatooine, der noch viel älter ist, wo schon alles Staub ist, sondern Iego ist ein moderner, sich bildender Planet, der eine Atmosphäre hat, der jetzt erst Dschungel bewachsen ist, der tiefe Schlote hat, der Unterwasservulkane hat, der Ozeane hat,
868330	874410	die teilweise kochen. Das ist also eine sehr, sehr aktive Situation, die man hier vor sich hat.
875230	883050	Und auf dieses Iego seid ihr hinabgestürzt, an Felsspalten, an großen basaltenen Türmen,
883950	892070	entlang geschrammt, zwischen eine riesige Spalte hinein, mit der Törwort abgestürzt, stecken geblieben.
892070	909990	Es gab Verwundete, also Ganten ist verwundet worden und auch Dr. Sash ist verwundet worden und ihr habt sie gerettet. Ihr habt alle zusammen in die Rettungskapsel gezogen und euch abgesprengt und zwar im letzten Moment.
909990	927670	Und dann ist das Schiff, welches ganz prekär zwischen diesen Basaltbrocken hing, noch tiefer in die Schlucht abgestürzt. Und ihr seid gerade im schwerelosen Fall und die Rettungskapsel ist abgesprengt worden.
929150	941680	So, Moment, jetzt werde ich den ersten Musikeinspieler mal probieren. Hört ihr etwas?
960240	1004520	Ja, Streicher im Hintergrund und ihr seht, Moment, ich stelle gleich wieder um, also ich möchte nur noch etwas zeigen, ein paar Eindrücke. Seht ihr dieses? So müsst ihr euch die Planetenoberfläche im ruhigen, unbewachsenen Zustand vorstellen.
1004520	1024990	und die tausend Monde kreieren eine Landschaft, die ungefähr so aussieht. Seht ihr das? Wenn ich
1024990	1036570	rede und ihr seht nichts, dann müsst ihr euch einfach melden. Das Gestein ist dieses hier.
1036570	1067520	Ja, richtig. Ihr seid abgesprengt worden, es schleudert euch in der Gegend herum, die Anzeigen blinken und leuchten und ihr stößt natürlich ganz hart erst links, dann rechts auf Basalt, stürzt nach unten und kommt.
