start	end	text
7950	50240	Spitzeln. So, also dann habe ich jetzt mal meine ganzen Vorbereitungen hier abgeschlossen. Ihr seid noch da oder ja, ich habe euch jetzt nicht weggeklickt. Und seid ihr auch alle in Roll20 drin und seht gerade im Hintergrund alles rot, ja rot, rot, rot, so muss es sein. Jetzt schauen wir mal, ob auch die Musik funktioniert. Ihr hört noch nichts, gell?
63390	138530	Du musst vielleicht bei dir noch auf Spieler einstellen. Vielleicht bist du noch als Spielleiter. Und dann die Jukebox musst du noch anwählen und da lauter machen. Aber wir haben alle ein bisschen Probleme mit Ton und Video heute. Da gab es ein Update und bei mir waren alle Einstellungen quasi wieder auf neutral.
147950	156510	mir aber einfach mal an, dann musst du dir die Musik vorstellen. Jetzt ist es so, wir befinden
156510	165290	uns auf den Schiffen bzw. auf der Brill, auf dem kleineren der beiden Schiffe. Die stehen in der
165290	174770	Nähe voneinander mitten in dieser tiefen Spalte auf IEGO. IEGO, wie ihr wisst, ist ein unwirkliches
174770	181890	System. Es gibt keine Sonne, es gibt eine Art riesigen Rot-Plasma-Nebel. Mit diesem
181890	194980	Plasma-Nebel gibt es sehr viele Planeten, aber es gibt eben keine Sonne. Auf IEGO wird alles
194980	204160	konstant beleuchtet. Konstant, weil dieser Nebel ubiquitär ist. Es gibt also keinen Nacht- oder
204160	211900	Tagesablauf im eigentlichen Sinne. Allerdings gibt es doch Zeiten auf IEGO, bei denen man raus kann,
211900	220120	und Zeiten, bei denen man nicht raus kann. Denn auf IEGO selbst gibt es diese riesigen Stürme. IEGO
220120	232700	ist in einer Frühphase des Entstehens eingefrorener Planet, ein Planet mit vulkanischer Aktivität und
232700	243500	mit riesigen Basaltfelsnadeln, mit sehr, sehr geringer Erosion, aber erstaunlicherweise starken Stürmen.
244320	251240	Ich bin kein Geologe und kein planetarer Geologe, aber so ist es eben auch in IEGO.
252910	256590	Und einer dieser Stürme hat mich ja getroffen.
256850	262890	Und das Erstaunliche ist, wenn dann so ein Sturm beendet ist, dann erwacht IEGO zum Leben.
262890	270130	Dann kommen die Insekten raus, dann kommen die ganzen Tiere, die die Insekten fressen, raus.
271050	278050	Und auch durch die Stürme werden vielleicht kleine Dinge abgerissen.
278330	285110	Es entsteht also dadurch auch eine Art Humusschicht und aus der wächst dann wieder Neues.
285110	292370	Aber gleichzeitig gibt es große Pflanzen, die sich mit massiven Wurzeln überall festkrallen.
