start	end	text
24690	66250	Jetzt. Oh ja. Oh ja. Das will ich gar nicht hören.
564320	568160	Ich musste gerade ganz schnell kurz hier raus, bin gerade erst kurz wiedergekommen, sorry.
578600	601020	Ich glaube, ja, das heißt, da war diese Vision, wenn ich das jetzt mal so nennen darf, die war schon.
601720	615380	Na gut, seither konzentriert sich Kalem darauf, sich bereit zu machen, dorthin zu gehen.
615380	622340	Wir müssen dorthin gehen, wo, wer auch immer das ist, wer auch immer da aktiv ist,
623800	628640	ich bin mir gar nicht sicher, ob wir den aufhalten müssen, ob wir herausfinden müssen, was er macht.
628800	633900	Wir müssen auf jeden Fall so schnell wie möglich dorthin, wo auch immer das ist.
657940	660900	Ich schaue so kurz in Richtung Kumaru.
661820	665680	Der hat sich vielleicht gerade irgendwo woanders hin verkrümelt.
665680	673600	Und zunächst dachte ich, jemand schickt mir bewusst diese Nachrichten, aber ich bin mir nicht sicher.
674940	684440	Vielleicht ist es auch die, wie sagt man das, die Resonanz in der Macht, die diese Verbindung herstellt.
684440	694940	Ich bin mir nicht sicher, ob es eine Botschaft ist, ob es eine Fall ist oder ob es die Natur der Dinge ist, dass ich davon mitbekomme.
695620	698760	Die Macht ist nichts, was man wissenschaftlich messen kann.
700120	706860	Ich weiß nur, selbst wenn es eine Falle sein sollte, ist dort etwas, ist dort jemand,
708900	716720	den wir nicht einfach tun lassen dürfen, was er tut.
717660	718600	Wir müssen dorthin.
719480	721400	Das ist kein Zufall, dass wir hier sind.
721520	724820	Das ist kein Zufall, dass wir in diese Raumschlacht geraten sind.
725180	727240	Das ist kein Zufall, dass wir hier abgestürzt sind.
727500	770600	Das hatte gute Gründe, ja. Aber auch das kann kein Zufall sein. Auf diesem Raumschiff befehligte ein Weltenzerstörer, ein Verbrecher. Er hat es nicht anders verdient. Und wenn er noch lebt, dann müssen wir das ändern. Aber das ist jetzt nicht unsere Aufgabe. Das ist meine Sache.
770600	788200	habe ich es verstanden, ja.
795570	797070	Wir hatten darüber gesprochen, ja.
798810	799090	Die,
799650	871840	ich bin ehrlich
871840	872780	mit euch, ich
872780	875660	werde früher oder später auf diesen
875660	877880	Sternenzerstörer gehen und ich werde mein Werk vollenden.
878640	879900	Aber das ist nicht eure Aufgabe,
880040	880980	das ist nicht eure Geschichte.
882320	883760	Aber ich sage, wir müssen uns
883760	885640	um Ganten kümmern und
885640	887720	wir,
887720	888640	ich hoffe wir,
889220	891420	müssen uns um diesen Tempel kümmern.
895240	897600	Aber lasst uns zuerst nach Ganten schauen, wie es ihm geht.
898540	900180	Welche Möglichkeiten wir überhaupt haben.
900300	904140	Vielleicht haben wir auch gar keine Wahl, als auf den Sternzerstörer zu gehen.
936340	939800	Wie weit ist diese Stadt von hier? Und wissen wir irgendetwas über sie?
